po_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status,is_delayed,total_amount,payment_terms
751,62,9,2023-05-21,2023-06-25,2023-07-09,Delivered,1,14419494.42,Net30
752,62,7,2024-06-01,2024-06-20,2024-06-27,Delivered,1,66728.41,Net60
753,17,9,2023-11-10,2023-11-22,2023-11-23,Delivered,0,20522859.55,Net30
754,77,1,2022-08-06,2022-08-16,2022-08-15,Delivered,0,124948.12,Immediate
755,22,6,2022-07-22,2022-08-04,2022-08-05,Delivered,0,1090771.78,Net60
756,60,3,2022-03-31,2022-04-09,2022-04-10,Delivered,0,55619846.22,Net30
757,37,2,2024-06-12,2024-06-25,2024-06-24,Delivered,0,299429.94,Net30
758,17,3,2022-05-05,2022-05-22,2022-05-24,Delivered,0,1638505.11,Immediate
759,71,5,2024-03-10,2024-03-15,2024-03-15,Delivered,0,1767624.96,Immediate
760,32,7,2024-10-28,2024-12-01,2024-12-07,Delivered,1,1013275.14,Net60
761,19,3,2022-04-04,2022-04-13,2022-04-13,Delivered,0,304285.74,Net30
762,21,7,2023-05-25,2023-06-10,2023-06-09,Delivered,0,1403120.42,Net90
763,21,6,2022-06-20,2022-07-05,2022-07-06,Delivered,0,826147.81,Net30
764,40,9,2022-01-22,2022-04-01,2022-04-04,Delivered,1,1478861.27,Net90
765,48,8,2023-02-27,2023-03-21,2023-03-22,Delivered,0,21192132.82,Immediate
766,54,8,2024-01-25,2024-02-09,2024-02-11,Delivered,0,1495435.32,Immediate
767,1,3,2023-01-05,2023-02-10,2023-02-19,Delivered,1,324482.68,Net30
768,22,6,2024-05-23,2024-06-08,2024-06-10,Delivered,0,31184077.58,Net30
769,24,6,2024-02-13,2024-03-03,2024-03-06,Delivered,1,224969.25,Net60
770,40,4,2022-06-21,2022-07-08,2022-07-07,Delivered,0,1897419.15,Net90
771,55,6,2022-06-24,2022-06-30,2022-07-02,Delivered,0,400118.28,Net60
772,37,1,2022-04-25,2022-06-08,2022-06-11,Delivered,1,12752528.18,Immediate
773,66,7,2022-10-18,2022-10-22,2022-10-22,Delivered,0,3947856.41,Net90
774,29,9,2023-04-08,2023-04-25,2023-04-24,Delivered,0,24889.59,Net30
775,7,10,2023-08-01,2023-08-19,2023-08-23,Delivered,1,2126161.12,Net60
776,7,5,2024-05-20,2024-06-03,2024-06-10,Delivered,1,588237.03,Immediate
777,23,9,2024-01-26,2024-02-20,2024-02-19,Delivered,0,2270980.38,Net60
778,35,9,2023-10-18,2023-10-26,2023-10-28,Delivered,0,1413879.34,Immediate
779,5,3,2023-07-25,2023-08-04,2023-08-04,Delivered,0,2575998.74,Immediate
780,17,6,2024-04-27,2024-05-11,2024-05-11,Delivered,0,12064936.04,Immediate
781,17,10,2024-12-29,2025-01-11,,Pending,0,12713999.82,Net60
782,33,9,2022-06-28,2022-07-08,2022-07-11,Delivered,1,1188371.31,Net90
783,68,9,2024-01-10,2024-01-21,2024-01-21,Delivered,0,631082.97,Immediate
784,69,1,2023-05-12,2023-05-22,2023-05-22,Delivered,0,717775.04,Net30
785,60,6,2024-05-19,2024-05-31,2024-05-30,Delivered,0,3612502.36,Net60
786,34,6,2022-06-11,2022-06-26,2022-07-05,Delivered,1,455452.78,Net60
787,72,7,2024-12-16,2024-12-27,2024-12-29,Delivered,0,2464471.07,Net90
788,70,10,2022-08-16,2022-08-25,2022-08-24,Delivered,0,613463.42,Net30
789,66,4,2024-03-22,2024-03-31,2024-04-02,Delivered,0,1954279.85,Net90
790,54,4,2023-04-11,2023-05-30,2023-05-30,Delivered,0,969088.54,Net60
791,12,8,2022-06-08,2022-06-17,2022-06-18,Delivered,0,10287949.73,Net90
792,50,7,2024-05-18,2024-06-02,2024-06-06,Delivered,1,2425715.84,Net60
793,39,5,2022-08-07,2022-08-18,2022-08-19,Delivered,0,546765.43,Net60
794,80,10,2023-07-06,2023-07-15,2023-07-14,Delivered,0,8902122.07,Net90
795,1,1,2022-01-18,2022-02-15,2022-02-15,Delivered,0,1816908.55,Net30
796,53,1,2023-11-10,2023-11-26,2023-11-25,Delivered,0,19859746.91,Immediate
797,10,1,2024-09-03,2024-09-19,2024-09-20,Delivered,0,849579.25,Net60
798,63,1,2023-03-18,2023-03-30,2023-03-30,Delivered,0,14028034.35,Net90
799,6,9,2024-07-05,2024-07-30,2024-07-31,Delivered,0,746981.97,Immediate
800,62,4,2023-05-05,2023-05-25,2023-05-30,Delivered,1,7377056.48,Net90
801,13,7,2022-06-28,2022-07-20,2022-07-27,Delivered,1,13867580.25,Net30
802,56,1,2022-05-26,2022-06-03,2022-06-04,Delivered,0,1105034.15,Net60
803,17,9,2022-09-11,2022-09-30,2022-10-01,Delivered,0,1208393.23,Net60
804,75,6,2024-06-21,2024-07-08,2024-07-09,Delivered,0,3443574.99,Net30
805,77,7,2022-04-27,2022-05-16,2022-05-15,Delivered,0,228343.35,Immediate
806,63,10,2022-11-21,2022-12-01,2022-12-01,Delivered,0,1177127.92,Immediate
807,14,4,2024-12-31,2025-01-28,,Pending,1,870931.45,Net90
808,69,8,2022-05-13,2022-05-24,2022-05-26,Delivered,0,669861.13,Net60
809,5,1,2024-08-20,2024-08-30,2024-08-29,Delivered,0,5801577.99,Immediate
810,38,8,2024-08-27,2024-09-05,2024-09-04,Delivered,0,6332546.8,Net30
811,30,7,2022-10-18,2022-10-26,2022-10-27,Delivered,0,8836066.76,Net90
812,56,10,2023-01-12,2023-01-26,2023-01-28,Delivered,0,97133.35,Immediate
813,69,5,2024-09-13,2024-09-26,2024-09-26,Delivered,0,1814971.21,Immediate
814,72,1,2022-01-21,2022-01-31,2022-01-31,Delivered,0,847112.61,Net90
815,9,2,2022-01-30,2022-02-12,2022-02-20,Delivered,1,154610.57,Immediate
816,34,8,2022-09-15,2022-10-07,2022-10-06,Delivered,0,17124673.85,Net60
817,74,7,2024-02-13,2024-02-24,2024-02-24,Delivered,0,332747.12,Net90
818,16,8,2023-09-21,2023-10-06,2023-10-08,Delivered,0,1154817.24,Immediate
819,49,7,2024-12-07,2024-12-22,2024-12-22,Delivered,0,1510380.04,Net60
820,40,2,2024-06-11,2024-07-01,2024-07-03,Delivered,0,1643586.61,Net30
821,39,5,2022-07-03,2022-07-24,2022-07-26,Delivered,0,8654548.08,Net30
822,64,1,2023-08-17,2023-11-02,2023-11-01,Delivered,0,6523648.31,Immediate
823,49,4,2024-04-25,2024-05-10,2024-05-12,Delivered,0,8631051.78,Net90
824,27,1,2023-07-03,2023-09-25,2023-09-27,Delivered,0,2856876.2,Immediate
825,69,10,2022-03-08,2022-03-15,2022-03-16,Delivered,0,27921854.5,Net60
826,65,10,2024-05-30,2024-06-10,2024-06-10,Delivered,0,7287959.2,Immediate
827,78,9,2022-09-21,2022-10-18,2022-10-20,Delivered,0,1693743.01,Net60
828,12,2,2024-10-29,2024-11-02,2024-11-04,Delivered,0,7510022.91,Net90
829,62,3,2023-02-22,2023-03-19,2023-03-19,Delivered,0,3236022.69,Net60
830,2,3,2024-07-18,2024-08-10,2024-08-10,Delivered,0,331703.62,Net60
831,75,9,2024-02-14,2024-03-09,2024-03-14,Delivered,1,1503351.17,Net30
832,10,3,2022-08-08,2022-08-18,2022-08-18,Delivered,0,651246.36,Net60
833,45,3,2024-03-11,2024-03-22,2024-03-24,Delivered,0,50813.75,Immediate
834,8,2,2024-02-08,2024-03-05,2024-03-05,Delivered,0,145840.5,Net60
835,37,3,2022-03-06,2022-03-31,2022-03-30,Delivered,0,291661.83,Net30
836,60,6,2022-02-17,2022-03-02,2022-03-02,Delivered,0,186889.9,Net60
837,48,4,2022-03-02,2022-03-16,2022-03-30,Delivered,1,592652.76,Immediate
838,77,6,2023-02-13,2023-03-07,2023-03-08,Delivered,0,2037209.45,Net60
839,45,9,2023-05-28,2023-06-09,2023-06-10,Delivered,0,141259.51,Net90
840,13,7,2022-12-06,2023-01-03,2023-01-05,Delivered,0,9469472.72,Net30
841,67,2,2024-02-24,2024-03-14,2024-03-15,Delivered,0,319698.6,Net60
842,68,1,2022-03-11,2022-03-23,2022-03-25,Delivered,0,515031.47,Net90
843,27,7,2024-05-29,2024-07-02,2024-07-15,Delivered,1,377887.35,Net30
844,55,10,2022-01-20,2022-01-27,2022-02-04,Delivered,1,7163894.44,Net30
845,14,7,2024-02-29,2024-03-29,2024-03-28,Delivered,0,644844.1,Net90
846,7,7,2023-02-10,2023-02-25,2023-02-26,Delivered,0,431017.47,Net60
847,35,5,2023-11-01,2023-11-14,2023-11-13,Delivered,0,1721468.53,Immediate
848,36,9,2022-03-17,2022-03-30,2022-03-29,Delivered,0,44440.88,Immediate
849,49,7,2022-07-14,2022-07-28,2022-07-29,Delivered,0,1686825.62,Net90
850,8,5,2024-10-08,2024-10-29,2024-10-31,Delivered,0,638807.84,Net90
851,34,3,2022-07-30,2022-08-10,2022-08-13,Delivered,1,1262380.99,Immediate
852,79,10,2023-04-09,2023-04-21,2023-05-06,Delivered,1,39888513.64,Net30
853,60,7,2022-08-15,2022-08-23,2022-08-24,Delivered,0,1226464.71,Net60
854,53,5,2022-10-10,2022-10-28,2022-11-05,Delivered,1,2971399.4,Immediate
855,60,9,2022-09-08,2022-09-22,2022-09-24,Delivered,0,50848969.18,Immediate
856,78,2,2023-04-08,2023-04-20,2023-04-21,Delivered,0,9336573.78,Net60
857,58,6,2022-06-09,2022-06-27,2022-07-10,Delivered,1,816268.49,Net60
858,53,3,2024-12-16,2025-01-02,,Pending,0,185467.58,Net30
859,23,9,2022-09-24,2022-10-08,2022-10-10,Delivered,0,3653330.23,Net90
860,23,5,2024-05-16,2024-05-29,2024-05-28,Delivered,0,54111.68,Net30
861,50,1,2023-05-08,2023-05-20,2023-05-21,Delivered,0,2391490.37,Net30
862,41,10,2023-12-27,2024-02-09,2024-02-08,Delivered,0,1514905.28,Immediate
863,69,2,2024-05-15,2024-05-25,2024-05-25,Delivered,0,369456.78,Net30
864,13,2,2023-05-25,2023-07-12,2023-07-19,Delivered,1,583842.34,Immediate
865,15,8,2024-03-13,2024-03-26,2024-03-27,Delivered,0,337974.38,Net90
866,39,7,2023-08-13,2023-09-04,2023-09-03,Delivered,0,30140086.17,Net90
867,3,6,2023-05-04,2023-05-18,2023-05-18,Delivered,0,17127344.13,Immediate
868,54,3,2023-11-16,2023-11-29,2023-11-29,Delivered,0,971668.6,Net90
869,50,8,2024-08-28,2024-09-19,2024-09-19,Delivered,0,81092.16,Net30
870,4,8,2023-08-19,2023-09-07,2023-09-07,Delivered,0,37309.92,Net90
871,77,5,2023-11-19,2023-12-04,2023-12-05,Delivered,0,1140507.66,Net90
872,40,7,2023-09-09,2023-10-05,2023-10-07,Delivered,0,4706119.12,Net60
873,37,10,2022-10-18,2022-11-24,2022-11-26,Delivered,0,10939785.92,Immediate
874,73,10,2022-08-10,2022-08-27,2022-08-29,Delivered,0,14513110.03,Net90
875,59,1,2024-03-11,2024-04-09,2024-04-15,Delivered,1,2335133.06,Immediate
876,65,6,2024-07-20,2024-08-04,2024-08-05,Delivered,0,3525065.6,Net60
877,61,4,2024-08-13,2024-08-28,2024-08-29,Delivered,0,708684.92,Net90
878,70,3,2022-05-13,2022-05-30,2022-06-02,Delivered,1,30067265.62,Immediate
879,53,2,2023-12-23,2024-01-11,2024-01-18,Delivered,1,574048.41,Net60
880,52,10,2022-06-26,2022-07-13,2022-07-27,Delivered,1,3456784.01,Immediate
881,79,6,2023-12-28,2024-01-10,2024-01-12,Delivered,0,528715.44,Net90
882,5,4,2023-09-11,2023-09-27,2023-10-06,Delivered,1,274386.21,Net60
883,61,9,2023-05-28,2023-06-06,2023-06-07,Delivered,0,292767.3,Immediate
884,4,5,2023-01-11,2023-01-24,2023-01-26,Delivered,0,778021.02,Net90
885,35,1,2024-08-17,2024-08-27,2024-08-29,Delivered,0,3012772.05,Net60
886,22,7,2023-09-12,2023-10-08,2023-10-09,Delivered,0,20213674.08,Immediate
887,34,2,2022-09-15,2022-10-03,2022-10-18,Delivered,1,18022171.37,Net90
888,3,6,2022-08-08,2022-08-25,2022-09-01,Delivered,1,516675.59,Net30
889,71,9,2023-02-24,2023-03-02,2023-03-04,Delivered,0,15224075.55,Net90
890,44,9,2022-01-14,2022-01-31,2022-01-31,Delivered,0,65470.92,Net30
891,51,4,2024-11-30,2024-12-12,2024-12-14,Delivered,0,13253215.72,Net90
892,62,2,2024-04-08,2024-05-24,2024-05-25,Delivered,0,2966091.24,Immediate
893,63,10,2022-10-27,2022-11-07,2022-11-07,Delivered,0,44866841.88,Net30
894,13,1,2024-10-06,2024-11-10,2024-11-12,Delivered,0,333007.59,Net30
895,54,8,2024-03-08,2024-04-02,2024-04-04,Delivered,0,6708825.53,Immediate
896,17,9,2023-07-22,2023-07-29,2023-07-29,Delivered,0,9405504.7,Net60
897,14,3,2023-12-22,2024-01-15,2024-01-15,Delivered,0,1618473.17,Immediate
898,56,3,2024-02-11,2024-02-26,2024-02-26,Delivered,0,2251553.86,Net90
899,46,2,2023-12-14,2023-12-30,2023-12-29,Delivered,0,232281.88,Net30
900,49,4,2024-10-19,2024-11-03,2024-11-03,Delivered,0,741050.47,Net60
901,42,2,2024-02-26,2024-04-01,2024-04-13,Delivered,1,297575.67,Net30
902,48,5,2024-06-23,2024-07-14,2024-07-13,Delivered,0,1063506.2,Immediate
903,7,5,2022-09-30,2022-10-30,2022-11-06,Delivered,1,1399404.12,Net60
904,63,7,2024-06-07,2024-06-19,2024-06-19,Delivered,0,7054204.64,Net30
905,2,5,2023-02-21,2023-03-05,2023-03-08,Delivered,1,1683558.44,Net90
906,14,5,2023-01-15,2023-02-08,2023-02-10,Delivered,0,4180895.73,Immediate
907,57,10,2024-10-22,2024-10-31,2024-10-31,Delivered,0,16197555.76,Net30
908,61,5,2022-06-10,2022-06-19,2022-06-18,Delivered,0,341672.01,Net90
909,39,9,2022-02-16,2022-03-02,2022-03-03,Delivered,0,1048611.03,Net60
910,13,5,2023-08-13,2023-08-27,2023-08-28,Delivered,0,121860.9,Net30
911,65,3,2024-08-22,2024-09-11,2024-09-10,Delivered,0,9527058.29,Net30
912,30,10,2022-10-13,2022-10-23,2022-10-24,Delivered,0,90821.1,Immediate
913,27,4,2022-05-30,2022-07-03,2022-07-02,Delivered,0,232240.4,Net30
914,28,4,2024-09-07,2024-09-27,2024-09-26,Delivered,0,1019394.9,Immediate
915,73,2,2024-09-05,2024-09-15,2024-09-15,Delivered,0,6357.4,Net60
916,7,7,2024-12-30,2025-01-22,,Pending,0,2306894.86,Immediate
917,20,3,2022-09-14,2022-10-01,2022-10-01,Delivered,0,378081.44,Net90
918,42,9,2023-12-22,2024-01-11,2024-01-17,Delivered,1,682950.42,Immediate
919,60,6,2022-04-04,2022-04-23,2022-05-07,Delivered,1,98017.28,Net30
920,24,7,2022-09-17,2022-10-07,2022-10-08,Delivered,0,580071.75,Immediate
921,79,4,2024-09-07,2024-09-26,2024-09-25,Delivered,0,36621668.32,Net90
922,12,2,2023-03-28,2023-04-04,2023-04-05,Delivered,0,916148.3,Net90
923,49,5,2023-10-16,2023-10-29,2023-10-28,Delivered,0,3425214.42,Net30
924,54,7,2023-02-21,2023-03-23,2023-03-24,Delivered,0,119028.21,Net60
925,20,10,2022-03-15,2022-04-10,2022-04-12,Delivered,0,303144.8,Net30
926,63,8,2023-07-08,2023-07-16,2023-07-15,Delivered,0,4735734.78,Immediate
927,31,1,2024-06-28,2024-07-06,2024-07-06,Delivered,0,33132284.54,Net90
928,2,5,2022-02-23,2022-03-23,2022-03-24,Delivered,0,27554335.11,Net60
929,56,5,2022-02-26,2022-03-07,2022-03-09,Delivered,0,86180.88,Net30
930,43,8,2024-03-05,2024-04-03,2024-04-04,Delivered,0,3443864.33,Net90
931,4,10,2022-11-29,2022-12-20,2022-12-20,Delivered,0,154531.35,Net90
932,47,3,2022-06-25,2022-08-05,2022-08-17,Delivered,1,1019453.74,Net30
933,54,5,2022-09-12,2022-09-30,2022-09-30,Delivered,0,29590.0,Net30
934,71,7,2024-08-13,2024-08-16,2024-08-16,Delivered,0,656578.76,Net90
935,63,4,2022-05-12,2022-05-21,2022-05-22,Delivered,0,8067076.9,Net60
936,76,6,2022-04-12,2022-04-24,2022-04-24,Delivered,0,1493210.72,Net60
937,37,10,2022-05-05,2022-06-03,2022-06-02,Delivered,0,408326.74,Net60
938,51,6,2023-12-18,2023-12-30,2023-12-29,Delivered,0,54775.31,Net90
939,12,9,2024-05-01,2024-05-05,2024-05-06,Delivered,0,1013142.45,Net90
940,48,4,2024-04-15,2024-05-08,2024-05-09,Delivered,0,124694.85,Net90
941,12,7,2022-11-04,2022-11-14,2022-11-26,Delivered,1,2926967.39,Net90
942,24,9,2023-03-17,2023-04-04,2023-04-04,Delivered,0,190916.13,Net60
943,34,7,2024-10-28,2024-11-25,2024-11-27,Delivered,0,3795096.2,Net30
944,58,3,2024-08-25,2024-09-26,2024-10-02,Delivered,1,545835.89,Net60
945,56,1,2024-01-12,2024-01-20,2024-01-19,Delivered,0,24172289.21,Net30
946,30,2,2023-12-22,2024-01-05,2024-01-13,Delivered,1,3472007.71,Net60
947,14,5,2023-05-17,2023-06-12,2023-06-12,Delivered,0,1561615.26,Net30
948,35,7,2024-04-16,2024-04-27,2024-04-29,Delivered,0,2669445.93,Immediate
949,78,9,2022-02-01,2022-02-15,2022-02-17,Delivered,0,299806.48,Immediate
950,40,8,2022-02-19,2022-03-17,2022-03-28,Delivered,1,4576724.41,Net60
951,45,3,2023-08-24,2023-09-04,2023-09-05,Delivered,0,2329005.41,Net90
952,3,3,2024-07-08,2024-08-04,2024-08-06,Delivered,0,2997448.38,Net30
953,64,8,2022-11-08,2022-12-13,2022-12-26,Delivered,1,9551654.03,Net90
954,79,8,2022-07-18,2022-07-31,2022-07-30,Delivered,0,24181899.25,Net90
955,47,10,2023-10-24,2023-11-18,2023-11-17,Delivered,0,438104.1,Net90
956,71,8,2023-10-06,2023-10-10,2023-10-09,Delivered,0,2990794.94,Net90
957,60,3,2023-06-16,2023-07-05,2023-07-05,Delivered,0,862829.09,Net60
958,36,3,2022-02-26,2022-03-08,2022-03-19,Delivered,1,331526.84,Net30
959,75,1,2024-01-27,2024-02-10,2024-02-12,Delivered,0,16407083.09,Net30
960,73,2,2024-06-29,2024-07-15,2024-07-14,Delivered,0,2847482.1,Net90
961,19,3,2022-06-11,2022-06-21,2022-06-20,Delivered,0,770929.53,Net30
962,30,2,2023-10-07,2023-10-25,2023-10-29,Delivered,1,7936246.14,Net30
963,19,8,2022-01-17,2022-01-23,2022-01-23,Delivered,0,25663845.31,Net60
964,3,6,2024-10-14,2024-10-30,2024-10-29,Delivered,0,280198.16,Net30
965,9,5,2024-10-01,2024-11-05,2024-11-06,Delivered,0,34308951.07,Net60
966,63,7,2023-09-07,2023-09-19,2023-09-21,Delivered,0,6186614.4,Net90
967,29,8,2022-07-17,2022-07-26,2022-07-27,Delivered,0,581266.33,Net30
968,23,5,2022-12-27,2023-01-14,2023-01-13,Delivered,0,837567.47,Immediate
969,46,5,2024-09-28,2024-10-14,2024-10-13,Delivered,0,31494817.27,Net30
970,76,2,2023-10-24,2023-11-05,2023-11-07,Delivered,0,2398765.21,Net90
971,76,9,2024-09-21,2024-10-10,2024-10-09,Delivered,0,1719201.34,Net60
972,48,2,2022-08-14,2022-09-07,2022-09-08,Delivered,0,2477769.07,Net30
973,38,2,2023-11-14,2023-12-01,2023-11-30,Delivered,0,1710740.95,Immediate
974,48,10,2023-04-15,2023-04-29,2023-05-07,Delivered,1,2064942.24,Net60
975,68,10,2022-01-28,2022-02-02,2022-02-13,Delivered,1,592455.46,Net90
976,73,8,2023-09-10,2023-09-17,2023-09-17,Delivered,0,207031.86,Immediate
977,59,1,2024-03-31,2024-04-18,2024-04-22,Delivered,1,25145611.76,Net30
978,26,1,2022-01-31,2022-02-22,2022-02-22,Delivered,0,585680.14,Net90
979,1,10,2023-10-25,2023-11-12,2023-11-22,Delivered,1,2054573.97,Immediate
980,51,8,2023-08-20,2023-09-06,2023-09-08,Delivered,0,1032850.63,Net60
981,22,8,2024-02-23,2024-03-06,2024-03-08,Delivered,0,4449499.75,Net30
982,52,6,2024-03-24,2024-04-11,2024-04-13,Delivered,0,25291282.17,Net30
983,2,7,2022-07-15,2022-08-06,2022-08-16,Delivered,1,74812.22,Immediate
984,30,8,2024-08-27,2024-09-10,2024-09-10,Delivered,0,1033253.81,Net90
985,79,9,2022-11-05,2022-11-15,2022-11-17,Delivered,0,763915.14,Immediate
986,26,6,2024-10-20,2024-11-04,2024-11-05,Delivered,0,14404462.29,Net30
987,39,9,2022-08-04,2022-08-21,2022-08-26,Delivered,1,419939.94,Net30
988,34,9,2022-12-07,2022-12-21,2022-12-20,Delivered,0,2329030.15,Immediate
989,61,5,2022-10-14,2022-10-30,2022-11-01,Delivered,0,445811.85,Net90
990,58,1,2023-07-10,2023-08-08,2023-08-21,Delivered,1,724065.43,Net90
991,58,10,2024-11-29,2024-12-30,,Pending,1,889225.38,Immediate
992,46,6,2022-01-21,2022-02-02,2022-02-04,Delivered,0,67279.77,Net60
993,61,10,2023-02-13,2023-03-01,2023-03-02,Delivered,0,5855733.15,Net60
994,57,2,2023-12-08,2023-12-20,2023-12-21,Delivered,0,1719017.04,Immediate
995,16,2,2023-06-06,2023-06-21,2023-06-21,Delivered,0,5426737.45,Net60
996,45,10,2023-07-28,2023-08-09,2023-08-09,Delivered,0,3226271.29,Net90
997,2,9,2024-08-27,2024-09-11,2024-09-17,Delivered,1,54132844.4,Net60
998,23,10,2022-10-21,2022-11-03,2022-11-04,Delivered,0,66975.0,Immediate
999,51,4,2024-05-21,2024-06-11,2024-06-10,Delivered,0,1534510.87,Immediate
1000,75,10,2023-12-29,2024-01-14,2024-01-14,Delivered,0,574574.82,Immediate
1001,12,6,2024-06-23,2024-06-30,2024-06-29,Delivered,0,14542566.69,Net90
1002,43,9,2024-08-12,2024-09-07,2024-09-09,Delivered,0,6750423.91,Net60
1003,12,5,2022-01-22,2022-01-27,2022-01-27,Delivered,0,124737.56,Net90
1004,29,9,2023-06-04,2023-06-16,2023-06-23,Delivered,1,2058273.4,Net30
1005,10,2,2023-06-03,2023-06-15,2023-06-27,Delivered,1,15936147.23,Net60
1006,49,3,2024-08-27,2024-09-09,2024-09-08,Delivered,0,132922.18,Net60
1007,13,7,2022-12-29,2023-02-22,2023-02-21,Delivered,0,63975.24,Net30
1008,37,6,2023-07-23,2023-09-24,2023-10-07,Delivered,1,59131438.99,Net90
1009,27,6,2024-11-23,2024-12-08,2024-12-21,Delivered,1,281681.27,Net60
1010,17,3,2023-07-01,2023-07-09,2023-07-10,Delivered,0,11895094.65,Net30
1011,40,10,2023-09-30,2023-10-18,2023-10-30,Delivered,1,4286892.89,Immediate
1012,62,5,2022-06-30,2022-08-09,2022-08-21,Delivered,1,425457.55,Net60
1013,51,10,2022-01-22,2022-02-05,2022-02-04,Delivered,0,23907588.86,Net60
1014,40,9,2022-09-29,2022-10-17,2022-10-24,Delivered,1,3408514.69,Net60
1015,35,1,2023-07-13,2023-07-29,2023-08-05,Delivered,1,2610686.68,Net90
1016,69,3,2023-12-16,2024-01-02,2024-01-02,Delivered,0,1034981.4,Immediate
1017,14,10,2023-12-12,2024-01-04,2024-01-12,Delivered,1,17070513.44,Net30
1018,27,5,2024-11-17,2025-01-22,,Pending,1,270133.43,Immediate
1019,43,8,2023-10-24,2023-11-11,2023-11-10,Delivered,0,472384.98,Net90
1020,16,4,2022-01-17,2022-01-27,2022-01-28,Delivered,0,18691.96,Net90
1021,33,10,2023-09-20,2023-09-29,2023-09-28,Delivered,0,1922236.26,Immediate
1022,1,5,2024-08-27,2024-10-12,2024-10-25,Delivered,1,60340.2,Net60
1023,76,10,2024-11-04,2024-11-14,2024-11-15,Delivered,0,1518084.65,Net60
1024,4,4,2023-09-08,2023-09-28,2023-09-28,Delivered,0,4189003.39,Net30
1025,49,3,2022-07-05,2022-07-14,2022-07-15,Delivered,0,336230.53,Net60
1026,13,6,2023-02-15,2023-04-03,2023-04-09,Delivered,1,1701672.61,Net90
1027,52,10,2022-01-11,2022-01-25,2022-01-27,Delivered,0,7543158.38,Immediate
1028,71,4,2024-08-07,2024-08-14,2024-08-13,Delivered,0,373684.14,Net90
1029,38,8,2023-08-03,2023-08-19,2023-08-21,Delivered,0,26275548.27,Net30
1030,59,5,2023-03-31,2023-06-01,2023-06-12,Delivered,1,67223846.46,Net60
1031,78,9,2022-10-10,2022-11-13,2022-11-22,Delivered,1,448635.45,Immediate
1032,54,6,2022-03-13,2022-03-30,2022-04-08,Delivered,1,6630813.86,Net30
1033,71,2,2023-12-11,2023-12-18,2023-12-20,Delivered,0,218068.14,Net90
1034,46,2,2022-09-21,2022-10-06,2022-10-08,Delivered,0,940329.01,Immediate
1035,21,7,2023-06-14,2023-06-27,2023-06-29,Delivered,0,524721.42,Net90
1036,64,8,2022-08-17,2022-09-18,2022-09-20,Delivered,0,5122227.95,Net30
1037,58,3,2023-11-22,2024-01-01,2024-01-12,Delivered,1,22101852.68,Net30
1038,44,1,2022-09-06,2022-09-24,2022-09-23,Delivered,0,1233278.56,Net90
1039,49,7,2022-02-18,2022-03-01,2022-03-02,Delivered,0,239475.92,Net30
1040,31,10,2024-01-02,2024-01-18,2024-01-20,Delivered,0,195439.89,Net30
1041,18,5,2022-09-16,2022-10-11,2022-10-13,Delivered,0,1880330.02,Net60
1042,70,3,2024-12-08,2024-12-22,2024-12-30,Delivered,1,2141490.38,Net30
1043,33,6,2024-02-22,2024-03-06,2024-03-07,Delivered,0,200246.84,Net60
1044,53,1,2023-06-11,2023-07-01,2023-06-30,Delivered,0,1585066.48,Net90
1045,13,5,2023-09-13,2023-10-07,2023-10-06,Delivered,0,428018.26,Net60
1046,74,2,2023-07-21,2023-08-05,2023-08-07,Delivered,0,1299342.11,Net60
1047,39,7,2022-02-08,2022-03-03,2022-03-04,Delivered,0,1130872.37,Net60
1048,62,4,2022-02-07,2022-04-15,2022-04-17,Delivered,0,1661477.62,Net30
1049,26,1,2023-12-04,2023-12-20,2023-12-22,Delivered,0,10225344.34,Immediate
1050,12,10,2023-06-08,2023-06-14,2023-06-13,Delivered,0,2452472.38,Net90
1051,65,9,2023-09-15,2023-09-27,2023-09-29,Delivered,0,9989049.77,Immediate
1052,45,6,2024-04-30,2024-05-25,2024-06-01,Delivered,1,13372843.31,Net60
1053,63,1,2024-02-15,2024-02-25,2024-02-24,Delivered,0,313636.78,Net90
1054,45,4,2023-01-01,2023-01-24,2023-01-26,Delivered,0,709041.21,Net90
1055,51,9,2023-10-17,2023-11-09,2023-11-10,Delivered,0,5687952.3,Immediate
1056,40,4,2023-08-10,2023-09-07,2023-09-07,Delivered,0,2257275.3,Net90
1057,49,10,2024-08-08,2024-08-20,2024-08-19,Delivered,0,1172567.46,Net30
1058,14,8,2023-04-05,2023-04-19,2023-04-21,Delivered,0,2714158.73,Immediate
1059,38,9,2022-07-06,2022-07-23,2022-08-04,Delivered,1,10975717.22,Net60
1060,11,2,2024-07-26,2024-08-02,2024-08-02,Delivered,0,90958.65,Net90
1061,74,2,2022-05-13,2022-06-02,2022-06-04,Delivered,0,11043875.04,Net30
1062,18,4,2023-11-10,2023-12-08,2023-12-08,Delivered,0,16657.11,Net30
1063,16,5,2024-04-12,2024-05-01,2024-05-03,Delivered,0,1053955.48,Net30
1064,64,7,2024-12-29,2025-01-29,,Pending,0,9796297.91,Net30
1065,28,7,2024-01-15,2024-01-28,2024-01-30,Delivered,0,91444.08,Net60
1066,66,8,2023-06-22,2023-07-01,2023-06-30,Delivered,0,800383.35,Net60
1067,10,9,2023-05-13,2023-05-31,2023-05-30,Delivered,0,28846.02,Immediate
