shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type
1173,1502,9,DHL,2022-09-16,2022-09-21,2022-09-25,0,9,West,Delivered,Van
1174,1504,2,DTDC,2024-09-03,2024-09-12,2024-09-19,1,16,Central,Delivered,Rail
1175,1505,5,Delhivery,2023-10-23,2023-11-01,2023-10-30,0,7,Central,Delivered,Truck
1176,1506,8,FedEx,2023-11-12,2023-11-22,2023-11-15,0,3,Central,Delivered,Van
1177,1507,10,Delhivery,2023-04-18,2023-04-26,2023-04-25,0,7,South,Delivered,Van
1178,1509,7,BlueDart,2023-04-18,2023-04-21,2023-04-23,0,5,West,Delivered,Van
1179,1510,9,DHL,2022-03-03,2022-03-09,2022-03-09,0,6,North,Delivered,Van
1180,1511,6,DTDC,2022-09-07,2022-09-14,2022-09-17,1,10,South,Delivered,Truck
1181,1512,3,DHL,2022-04-08,2022-04-13,2022-04-21,1,13,West,Delivered,Van
1182,1513,3,DTDC,2024-12-17,2024-12-20,2024-12-28,0,11,East,Delivered,Truck
1183,1514,5,DTDC,2024-06-06,2024-06-09,2024-06-10,0,4,East,Delivered,Truck
1184,1516,4,Ekart,2022-06-26,2022-07-06,2022-07-03,0,7,South,Delivered,Air
1185,1517,8,BlueDart,2023-06-07,2023-06-13,2023-06-19,0,12,West,Delivered,Rail
1186,1518,7,DHL,2024-01-10,2024-01-18,2024-01-20,0,10,North,Delivered,Air
1187,1519,9,BlueDart,2023-10-25,2023-11-01,2023-11-05,0,11,East,Delivered,Truck
1188,1520,1,FedEx,2022-08-22,2022-08-25,2022-08-31,1,9,South,Delivered,Van
1189,1521,8,FedEx,2022-04-10,2022-04-15,2022-04-13,0,3,West,Delivered,Air
1190,1522,9,Ekart,2023-12-07,2023-12-11,2023-12-18,0,11,East,Delivered,Van
1191,1524,2,DHL,2023-04-10,2023-04-17,2023-04-17,0,7,East,Delivered,Truck
1192,1525,8,FedEx,2023-08-22,2023-08-29,2023-08-28,0,6,Central,Delivered,Rail
1193,1526,3,Ekart,2023-12-30,2024-01-09,2024-01-04,0,5,East,Delivered,Air
1194,1528,9,Delhivery,2024-06-29,2024-07-07,2024-07-05,0,6,Central,Delivered,Truck
1195,1529,2,DHL,2022-05-29,2022-06-01,2022-06-02,0,4,Central,Delivered,Truck
1196,1530,2,BlueDart,2024-02-05,2024-02-11,2024-02-08,0,3,Central,Delivered,Air
1197,1531,10,FedEx,2023-02-22,2023-02-27,2023-03-03,0,9,South,Delivered,Truck
1198,1534,4,Delhivery,2022-12-19,2022-12-29,2022-12-27,0,8,Central,Delivered,Van
1199,1535,8,Delhivery,2022-12-16,2022-12-19,2022-12-23,0,7,East,Delivered,Van
1200,1537,5,DTDC,2022-05-31,2022-06-05,2022-06-04,0,4,East,Delivered,Truck
1201,1538,5,DTDC,2024-06-23,2024-07-01,2024-07-05,0,12,North,Delivered,Truck
1202,1539,4,FedEx,2022-11-02,2022-11-07,2022-11-10,1,8,Central,Delivered,Van
1203,1540,2,Delhivery,2023-09-26,2023-10-01,2023-09-29,0,3,East,Delivered,Rail
1204,1543,7,Ekart,2023-02-22,2023-02-26,2023-03-04,0,10,West,Delivered,Truck
1205,1545,8,Delhivery,2024-07-16,2024-07-24,2024-07-23,0,7,Central,Delivered,Rail
1206,1546,7,Ekart,2022-06-01,2022-06-08,2022-06-10,0,9,Central,Delivered,Rail
1207,1547,8,BlueDart,2023-09-06,2023-09-10,2023-09-12,0,6,Central,Delivered,Truck
1208,1549,2,DHL,2024-06-24,2024-06-27,2024-06-29,0,5,Central,Delivered,Air
1209,1552,7,DHL,2024-09-19,2024-09-24,2024-09-27,0,8,North,Delivered,Air
1210,1553,8,BlueDart,2024-11-17,2024-11-26,2024-11-29,0,12,West,Delivered,Air
1211,1554,8,DHL,2023-05-25,2023-05-31,2023-06-01,0,7,West,Delivered,Truck
1212,1555,1,Delhivery,2024-01-20,2024-01-23,2024-01-29,0,9,North,Delivered,Truck
1213,1556,3,Delhivery,2022-06-26,2022-06-29,2022-07-02,0,6,East,Delivered,Rail
1214,1557,9,DTDC,2023-10-08,2023-10-12,2023-10-26,1,18,North,Delivered,Truck
1215,1558,1,Ekart,2023-08-21,2023-08-26,2023-08-28,0,7,Central,Delivered,Van
1216,1559,2,Ekart,2022-08-16,2022-08-23,2022-08-26,0,10,Central,Delivered,Van
1217,1563,1,DHL,2024-06-26,2024-06-30,2024-07-04,0,8,East,Delivered,Rail
1218,1564,2,DHL,2024-12-21,2024-12-31,2025-01-02,1,12,West,Delivered,Truck
1219,1565,4,FedEx,2024-09-08,2024-09-13,2024-09-18,0,10,West,Delivered,Rail
1220,1566,7,BlueDart,2024-09-28,2024-10-01,2024-10-14,1,16,Central,Delivered,Rail
1221,1567,2,Ekart,2022-06-18,2022-06-22,2022-06-28,0,10,North,Delivered,Air
1222,1568,10,Delhivery,2022-08-09,2022-08-17,2022-08-21,0,12,Central,Delivered,Van
1223,1570,5,Ekart,2024-05-24,2024-05-30,2024-05-30,0,6,South,Delivered,Truck
1224,1571,1,Ekart,2024-03-26,2024-04-02,2024-04-05,0,10,East,Delivered,Truck
1225,1572,10,Ekart,2022-12-21,2022-12-26,2023-01-02,0,12,South,Delivered,Air
1226,1573,9,DHL,2024-07-25,2024-07-29,2024-07-29,0,4,Central,Delivered,Van
1227,1574,5,DTDC,2023-03-12,2023-03-17,2023-03-21,0,9,North,Delivered,Truck
1228,1575,10,BlueDart,2024-04-11,2024-04-14,2024-04-23,0,12,West,Delivered,Truck
1229,1576,7,Ekart,2024-06-05,2024-06-11,2024-06-11,0,6,East,Delivered,Air
1230,1577,7,Delhivery,2022-12-23,2023-01-02,2023-01-03,0,11,West,Delivered,Rail
1231,1578,10,DHL,2024-06-08,2024-06-12,2024-06-19,0,11,West,Delivered,Van
1232,1579,7,Delhivery,2024-10-07,2024-10-16,2024-10-21,1,14,East,Delivered,Van
1233,1580,6,DTDC,2022-08-18,2022-08-22,2022-08-27,1,9,North,Delivered,Truck
1234,1581,8,DHL,2022-10-17,2022-10-21,2022-10-27,0,10,West,Delivered,Rail
1235,1582,5,FedEx,2024-06-29,2024-07-07,2024-07-05,0,6,South,Delivered,Truck
1236,1583,5,FedEx,2022-11-13,2022-11-23,2022-11-21,0,8,South,Delivered,Rail
1237,1585,5,BlueDart,2022-10-26,2022-10-30,2022-11-07,0,12,Central,Delivered,Air
1238,1586,10,DHL,2024-07-07,2024-07-11,2024-07-15,0,8,Central,Delivered,Rail
1239,1587,2,DHL,2023-12-16,2023-12-21,2023-12-21,0,5,Central,Delivered,Rail
1240,1588,3,DTDC,2022-08-07,2022-08-12,2022-08-18,0,11,South,Delivered,Van
1241,1589,3,FedEx,2023-05-27,2023-05-31,2023-05-31,0,4,East,Delivered,Van
1242,1590,10,FedEx,2024-10-26,2024-10-31,2024-11-04,0,9,West,Delivered,Van
1243,1591,4,DTDC,2024-12-15,2024-12-19,2024-12-31,1,16,West,Delivered,Truck
1244,1592,3,BlueDart,2024-10-06,2024-10-16,2024-10-16,1,10,East,Delivered,Rail
1245,1594,1,DHL,2022-06-09,2022-06-15,2022-06-20,0,11,Central,Delivered,Van
1246,1595,8,Ekart,2024-10-26,2024-11-05,2024-10-30,0,4,Central,Delivered,Air
1247,1596,9,DTDC,2022-06-17,2022-06-21,2022-07-01,1,14,East,Delivered,Air
1248,1597,7,BlueDart,2022-01-17,2022-01-27,2022-01-27,1,10,West,Delivered,Van
1249,1601,6,Delhivery,2022-11-19,2022-11-24,2022-12-05,1,16,East,Delivered,Van
1250,1602,4,BlueDart,2024-05-03,2024-05-12,2024-05-06,0,3,East,Delivered,Rail
1251,1603,9,DHL,2022-10-01,2022-10-08,2022-10-06,0,5,East,Delivered,Rail
1252,1604,5,Delhivery,2023-07-06,2023-07-13,2023-07-12,0,6,North,Delivered,Van
1253,1605,5,DHL,2024-04-13,2024-04-18,2024-04-20,0,7,North,Delivered,Truck
1254,1606,2,FedEx,2024-09-13,2024-09-21,2024-09-19,0,6,Central,Delivered,Air
1255,1607,1,FedEx,2023-10-11,2023-10-16,2023-10-21,0,10,North,Delivered,Truck
1256,1608,10,BlueDart,2024-04-02,2024-04-10,2024-04-05,0,3,South,Delivered,Rail
1257,1609,4,DTDC,2024-10-15,2024-10-25,2024-10-24,0,9,South,Delivered,Van
1258,1610,7,Delhivery,2023-12-31,2024-01-03,2024-01-07,0,7,North,Delivered,Rail
1259,1611,4,DHL,2023-06-19,2023-06-29,2023-07-01,0,12,North,Delivered,Rail
1260,1612,8,Ekart,2024-05-30,2024-06-06,2024-06-08,0,9,West,Delivered,Truck
1261,1613,2,DHL,2022-01-04,2022-01-14,2022-01-09,0,5,Central,Delivered,Truck
1262,1614,3,DTDC,2022-11-01,2022-11-04,2022-11-12,0,11,West,Delivered,Van
1263,1615,9,Ekart,2023-08-27,2023-09-02,2023-09-07,0,11,Central,Delivered,Rail
1264,1617,4,Delhivery,2023-01-10,2023-01-18,2023-01-31,1,21,Central,Delivered,Air
1265,1619,5,Ekart,2024-01-04,2024-01-10,2024-01-19,1,15,West,Delivered,Truck
1266,1620,5,BlueDart,2022-02-08,2022-02-12,2022-02-17,0,9,East,Delivered,Air
1267,1622,6,FedEx,2022-08-09,2022-08-17,2022-08-21,0,12,North,Delivered,Air
1268,1623,5,FedEx,2022-09-29,2022-10-02,2022-10-11,0,12,North,Delivered,Air
1269,1624,3,BlueDart,2023-07-15,2023-07-18,2023-07-26,0,11,East,Delivered,Rail
1270,1625,9,DHL,2024-01-31,2024-02-04,2024-02-07,1,7,North,Delivered,Van
1271,1626,6,DHL,2024-04-30,2024-05-07,2024-05-10,0,10,West,Delivered,Air
1272,1627,5,Ekart,2023-01-11,2023-01-16,2023-01-15,0,4,West,Delivered,Truck
1273,1628,9,Delhivery,2023-10-01,2023-10-07,2023-10-21,1,20,East,Delivered,Air
1274,1629,7,FedEx,2023-08-05,2023-08-09,2023-08-09,0,4,West,Delivered,Rail
1275,1631,2,DTDC,2022-04-15,2022-04-25,2022-04-27,1,12,East,Delivered,Rail
1276,1632,5,Delhivery,2023-11-12,2023-11-17,2023-11-19,0,7,North,Delivered,Van
1277,1634,8,DTDC,2022-07-22,2022-08-01,2022-07-29,0,7,East,Delivered,Truck
1278,1635,10,FedEx,2023-09-13,2023-09-16,2023-09-20,0,7,South,Delivered,Air
1279,1636,1,Ekart,2024-03-10,2024-03-15,2024-03-20,0,10,Central,Delivered,Rail
1280,1638,8,BlueDart,2022-08-29,2022-09-07,2022-09-04,0,6,West,Delivered,Van
1281,1639,2,DHL,2024-08-09,2024-08-17,2024-08-19,0,10,West,Delivered,Rail
1282,1640,3,Delhivery,2022-12-24,2023-01-03,2023-01-01,0,8,West,Delivered,Van
1283,1641,5,Ekart,2023-06-01,2023-06-09,2023-06-12,0,11,West,Delivered,Rail
1284,1642,4,DTDC,2023-09-01,2023-09-07,2023-09-12,0,11,East,Delivered,Air
1285,1643,6,Delhivery,2022-03-20,2022-03-25,2022-03-27,0,7,Central,Delivered,Rail
1286,1644,2,FedEx,2024-12-03,2024-12-08,2024-12-08,0,5,West,Delivered,Rail
1287,1645,10,Delhivery,2023-11-03,2023-11-06,2023-11-09,0,6,Central,Delivered,Truck
1288,1646,9,FedEx,2023-03-25,2023-03-31,2023-04-04,1,10,West,Delivered,Air
1289,1647,9,FedEx,2022-05-12,2022-05-22,2022-05-27,1,15,East,Delivered,Air
1290,1648,7,FedEx,2023-11-21,2023-11-26,2023-11-26,0,5,Central,Delivered,Van
1291,1649,10,DHL,2022-12-07,2022-12-12,2022-12-17,0,10,West,Delivered,Rail
1292,1650,6,Delhivery,2022-04-05,2022-04-14,2022-04-08,0,3,Central,Delivered,Truck
1293,1651,3,FedEx,2022-04-02,2022-04-06,2022-04-07,0,5,North,Delivered,Air
1294,1652,6,BlueDart,2023-11-13,2023-11-22,2023-11-24,0,11,South,Delivered,Van
1295,1653,4,Delhivery,2022-09-04,2022-09-10,2022-09-11,0,7,South,Delivered,Truck
1296,1654,1,DTDC,2024-02-10,2024-02-13,2024-02-14,0,4,Central,Delivered,Van
1297,1656,3,Ekart,2023-07-17,2023-07-21,2023-07-26,0,9,South,Delivered,Van
1298,1657,7,DTDC,2024-12-06,2024-12-12,2024-12-09,0,3,Central,Delivered,Truck
1299,1658,6,BlueDart,2024-11-15,2024-11-23,2024-11-27,0,12,Central,Delivered,Rail
1300,1660,9,Delhivery,2024-10-25,2024-10-29,2024-11-07,1,13,North,Delivered,Rail
1301,1661,10,FedEx,2022-07-15,2022-07-19,2022-07-24,0,9,South,Delivered,Van
1302,1662,7,Ekart,2022-08-10,2022-08-13,2022-08-21,1,11,West,Delivered,Rail
1303,1663,5,FedEx,2024-12-29,2025-01-01,2025-01-02,0,4,East,Delivered,Van
1304,1664,4,FedEx,2022-12-28,2023-01-07,2023-01-03,0,6,North,Delivered,Truck
1305,1665,4,DHL,2024-07-05,2024-07-10,2024-07-25,1,20,South,Delivered,Rail
1306,1666,7,Delhivery,2024-10-01,2024-10-11,2024-10-13,0,12,North,Delivered,Van
1307,1667,2,Delhivery,2023-08-20,2023-08-30,2023-08-24,0,4,Central,Delivered,Rail
1308,1668,5,Delhivery,2022-03-09,2022-03-13,2022-03-19,0,10,North,Delivered,Air
1309,1669,10,DTDC,2022-03-31,2022-04-06,2022-04-05,0,5,East,Delivered,Van
1310,1671,10,DHL,2024-06-10,2024-06-17,2024-06-27,1,17,Central,Delivered,Rail
1311,1672,9,Ekart,2022-01-21,2022-01-27,2022-01-24,0,3,North,Delivered,Rail
1312,1673,9,BlueDart,2022-11-03,2022-11-07,2022-11-11,1,8,East,Delivered,Rail
1313,1674,7,BlueDart,2024-11-18,2024-11-25,2024-11-27,0,9,Central,Delivered,Air
1314,1675,9,BlueDart,2024-08-15,2024-08-20,2024-08-21,0,6,East,Delivered,Air
1315,1677,5,Delhivery,2023-01-23,2023-01-27,2023-02-05,1,13,East,Delivered,Rail
1316,1678,1,FedEx,2024-04-19,2024-04-27,2024-04-29,0,10,North,Delivered,Air
1317,1679,8,Delhivery,2023-11-23,2023-12-03,2023-12-02,1,9,East,Delivered,Rail
1318,1680,2,FedEx,2022-01-16,2022-01-20,2022-01-20,0,4,West,Delivered,Van
1319,1682,8,BlueDart,2024-01-06,2024-01-13,2024-01-18,0,12,Central,Delivered,Van
1320,1683,9,DHL,2024-04-13,2024-04-16,2024-04-20,0,7,North,Delivered,Rail
1321,1684,6,Delhivery,2022-07-22,2022-08-01,2022-07-25,0,3,Central,Delivered,Truck
1322,1685,4,Delhivery,2024-11-10,2024-11-17,2024-11-22,0,12,North,Delivered,Van
1323,1686,2,FedEx,2022-11-30,2022-12-03,2022-12-11,0,11,North,Delivered,Truck
1324,1687,5,Ekart,2024-05-11,2024-05-19,2024-05-15,0,4,North,Delivered,Truck
1325,1688,2,BlueDart,2022-01-13,2022-01-19,2022-01-18,0,5,West,Delivered,Air
1326,1689,9,Delhivery,2022-05-19,2022-05-29,2022-05-22,0,3,West,Delivered,Air
1327,1691,8,DHL,2023-11-28,2023-12-02,2023-12-01,0,3,Central,Delivered,Truck
1328,1692,4,Delhivery,2023-02-21,2023-02-26,2023-03-11,1,18,South,Delivered,Van
1329,1693,10,DHL,2022-06-09,2022-06-16,2022-06-18,0,9,Central,Delivered,Truck
1330,1696,6,Ekart,2023-08-02,2023-08-11,2023-08-05,0,3,South,Delivered,Truck
1331,1697,10,DHL,2024-05-30,2024-06-04,2024-06-08,0,9,Central,Delivered,Air
1332,1699,10,Ekart,2023-04-25,2023-04-30,2023-05-05,1,10,West,Delivered,Van
1333,1700,5,DTDC,2024-01-18,2024-01-28,2024-01-23,0,5,North,Delivered,Rail
1334,1702,5,Ekart,2023-03-12,2023-03-22,2023-03-15,0,3,North,Delivered,Rail
1335,1703,7,DHL,2024-04-10,2024-04-19,2024-04-17,0,7,West,Delivered,Air
1336,1704,2,FedEx,2024-03-01,2024-03-11,2024-03-05,0,4,South,Delivered,Truck
1337,1705,3,DHL,2024-04-15,2024-04-20,2024-05-03,1,18,East,Delivered,Air
1338,1706,2,Ekart,2022-05-10,2022-05-16,2022-05-13,0,3,East,Delivered,Truck
1339,1707,9,Ekart,2023-07-27,2023-07-30,2023-08-02,0,6,South,Delivered,Air
1340,1708,9,Ekart,2024-01-25,2024-01-31,2024-01-31,0,6,North,Delivered,Rail
1341,1709,4,Ekart,2022-08-21,2022-08-31,2022-08-28,0,7,Central,Delivered,Rail
1342,1710,10,DHL,2022-08-03,2022-08-11,2022-08-13,0,10,North,Delivered,Truck
1343,1711,3,BlueDart,2022-11-24,2022-12-02,2022-12-05,1,11,West,Delivered,Van
1344,1712,4,Ekart,2022-01-18,2022-01-23,2022-01-21,0,3,East,Delivered,Air
1345,1713,6,Ekart,2024-02-01,2024-02-08,2024-02-05,0,4,South,Delivered,Rail
1346,1714,6,DHL,2024-05-28,2024-06-01,2024-06-01,0,4,West,Delivered,Truck
1347,1715,1,FedEx,2023-11-15,2023-11-25,2023-11-26,0,11,South,Delivered,Van
1348,1716,1,DTDC,2024-08-28,2024-09-06,2024-09-02,0,5,South,Delivered,Truck
1349,1717,7,DHL,2023-05-28,2023-06-06,2023-06-03,0,6,South,Delivered,Air
1350,1718,8,DTDC,2023-06-07,2023-06-13,2023-06-12,0,5,North,Delivered,Van
1351,1719,3,BlueDart,2024-01-18,2024-01-24,2024-01-23,0,5,East,Delivered,Truck
1352,1720,7,BlueDart,2022-05-12,2022-05-18,2022-05-22,0,10,West,Delivered,Truck
1353,1722,2,Ekart,2022-04-29,2022-05-04,2022-05-07,0,8,North,Delivered,Rail
1354,1723,6,BlueDart,2023-06-08,2023-06-12,2023-06-11,0,3,East,Delivered,Air
1355,1724,2,DTDC,2022-10-15,2022-10-23,2022-10-22,0,7,Central,Delivered,Truck
1356,1725,7,Delhivery,2022-01-23,2022-01-31,2022-02-04,0,12,Central,Delivered,Truck
1357,1726,1,FedEx,2024-11-27,2024-12-05,2024-12-03,0,6,West,Delivered,Truck
1358,1728,2,FedEx,2023-10-25,2023-10-30,2023-11-01,0,7,West,Delivered,Rail
1359,1729,1,DTDC,2022-09-14,2022-09-23,2022-09-17,0,3,Central,Delivered,Truck
1360,1731,2,DHL,2022-03-01,2022-03-08,2022-03-11,1,10,East,Delivered,Air
1361,1732,9,DTDC,2024-05-17,2024-05-20,2024-05-21,0,4,North,Delivered,Rail
1362,1734,1,Delhivery,2024-08-15,2024-08-21,2024-08-18,0,3,West,Delivered,Rail
1363,1735,1,Ekart,2022-05-07,2022-05-15,2022-05-19,0,12,West,Delivered,Rail
1364,1736,8,FedEx,2022-11-30,2022-12-08,2022-12-09,0,9,South,Delivered,Rail
1365,1737,10,Delhivery,2023-01-19,2023-01-22,2023-01-28,0,9,North,Delivered,Truck
1366,1739,5,Ekart,2023-09-17,2023-09-26,2023-09-28,0,11,East,Delivered,Air
1367,1740,7,BlueDart,2023-10-22,2023-10-26,2023-11-02,0,11,Central,Delivered,Van
1368,1741,7,DTDC,2024-08-29,2024-09-06,2024-09-09,0,11,East,Delivered,Van
1369,1742,7,Delhivery,2024-04-23,2024-05-03,2024-04-28,0,5,East,Delivered,Rail
1370,1744,9,FedEx,2024-04-10,2024-04-14,2024-04-21,0,11,West,Delivered,Van
1371,1745,5,BlueDart,2024-01-17,2024-01-22,2024-01-26,0,9,Central,Delivered,Van
1372,1746,5,DHL,2022-07-23,2022-08-02,2022-07-27,0,4,South,Delivered,Truck
1373,1747,2,Ekart,2022-05-09,2022-05-16,2022-05-22,1,13,East,Delivered,Van
1374,1748,1,BlueDart,2023-06-02,2023-06-06,2023-06-13,0,11,North,Delivered,Air
1375,1750,8,FedEx,2022-09-12,2022-09-18,2022-09-23,0,11,North,Delivered,Van
1376,1753,6,DHL,2024-07-17,2024-07-23,2024-07-29,0,12,South,Delivered,Truck
1377,1754,4,DTDC,2024-07-24,2024-07-31,2024-07-27,0,3,Central,Delivered,Air
1378,1755,9,BlueDart,2024-11-26,2024-12-03,2024-12-05,0,9,Central,Delivered,Air
1379,1756,1,Ekart,2024-06-15,2024-06-25,2024-06-23,0,8,East,Delivered,Air
1380,1757,3,DHL,2022-04-26,2022-05-01,2022-05-07,0,11,North,Delivered,Van
1381,1758,6,BlueDart,2024-09-09,2024-09-14,2024-09-24,1,15,East,Delivered,Air
1382,1760,7,BlueDart,2022-04-21,2022-04-24,2022-04-30,0,9,West,Delivered,Rail
1383,1763,7,Ekart,2023-03-10,2023-03-14,2023-03-17,0,7,North,Delivered,Air
1384,1765,2,DHL,2022-10-23,2022-11-02,2022-10-26,0,3,Central,Delivered,Air
1385,1766,5,FedEx,2022-04-19,2022-04-27,2022-04-24,0,5,West,Delivered,Truck
1386,1767,3,DHL,2022-07-02,2022-07-07,2022-07-12,0,10,North,Delivered,Rail
1387,1768,6,DTDC,2024-09-12,2024-09-16,2024-09-17,0,5,North,Delivered,Air
1388,1769,7,DHL,2023-01-18,2023-01-25,2023-01-27,0,9,East,Delivered,Air
1389,1771,5,Delhivery,2023-11-30,2023-12-05,2023-12-04,0,4,North,Delivered,Truck
1390,1772,7,DTDC,2022-03-21,2022-03-28,2022-03-24,0,3,West,Delivered,Rail
1391,1773,7,BlueDart,2024-12-01,2024-12-06,2024-12-11,0,10,Central,Delivered,Rail
1392,1775,6,FedEx,2024-10-11,2024-10-20,2024-10-15,0,4,East,Delivered,Truck
1393,1776,6,Ekart,2024-09-18,2024-09-22,2024-09-28,0,10,East,Delivered,Truck
1394,1777,2,DTDC,2024-03-23,2024-03-26,2024-03-31,0,8,South,Delivered,Air
1395,1780,3,DTDC,2022-03-24,2022-04-01,2022-04-05,1,12,West,Delivered,Rail
1396,1781,3,DTDC,2023-05-31,2023-06-07,2023-06-06,0,6,West,Delivered,Truck
1397,1782,4,BlueDart,2023-01-19,2023-01-26,2023-01-31,0,12,East,Delivered,Van
1398,1784,9,DHL,2024-08-03,2024-08-08,2024-08-14,0,11,East,Delivered,Air
1399,1785,6,DTDC,2022-11-09,2022-11-18,2022-11-15,0,6,Central,Delivered,Van
1400,1786,3,DTDC,2023-10-05,2023-10-14,2023-10-15,0,10,East,Delivered,Air
1401,1787,4,DTDC,2024-10-02,2024-10-12,2024-10-12,0,10,East,Delivered,Van
1402,1788,8,Delhivery,2023-07-20,2023-07-28,2023-07-25,0,5,North,Delivered,Van
1403,1789,10,BlueDart,2022-01-13,2022-01-19,2022-01-24,0,11,East,Delivered,Air
1404,1790,1,BlueDart,2022-05-08,2022-05-18,2022-05-12,0,4,West,Delivered,Truck
1405,1793,3,DTDC,2023-04-19,2023-04-29,2023-04-23,0,4,West,Delivered,Truck
1406,1794,1,Ekart,2023-12-22,2023-12-27,2023-12-26,0,4,Central,Delivered,Rail
1407,1795,9,BlueDart,2023-02-02,2023-02-12,2023-02-10,0,8,West,Delivered,Rail
1408,1796,7,DTDC,2023-02-16,2023-02-20,2023-02-28,0,12,Central,Delivered,Van
1409,1798,3,DHL,2023-05-28,2023-06-04,2023-06-08,1,11,South,Delivered,Truck
1410,1799,6,FedEx,2024-10-24,2024-11-03,2024-11-03,0,10,Central,Delivered,Air
1411,1801,5,BlueDart,2024-08-12,2024-08-19,2024-08-23,1,11,East,Delivered,Rail
1412,1802,5,Delhivery,2023-08-24,2023-09-02,2023-09-03,0,10,West,Delivered,Rail
1413,1803,3,DHL,2024-03-17,2024-03-22,2024-03-29,0,12,North,Delivered,Air
1414,1805,6,Delhivery,2022-03-24,2022-03-29,2022-04-02,0,9,North,Delivered,Van
1415,1806,3,BlueDart,2022-05-16,2022-05-26,2022-05-28,1,12,West,Delivered,Van
1416,1807,9,Delhivery,2024-03-12,2024-03-15,2024-03-18,0,6,North,Delivered,Van
1417,1808,8,Delhivery,2023-04-25,2023-04-30,2023-05-02,0,7,Central,Delivered,Truck
1418,1809,5,DTDC,2024-04-13,2024-04-22,2024-04-16,0,3,Central,Delivered,Air
1419,1810,7,FedEx,2024-03-12,2024-03-17,2024-03-24,0,12,Central,Delivered,Truck
1420,1812,1,Delhivery,2024-07-24,2024-07-27,2024-07-28,0,4,East,Delivered,Van
1421,1814,10,DTDC,2023-10-20,2023-10-25,2023-10-29,0,9,East,Delivered,Van
1422,1815,3,DTDC,2022-05-15,2022-05-22,2022-05-18,0,3,West,Delivered,Truck
1423,1818,2,Delhivery,2024-12-28,2024-12-31,2025-01-08,0,11,South,Delivered,Rail
1424,1819,10,FedEx,2023-01-04,2023-01-09,2023-01-09,0,5,South,Delivered,Air
1425,1820,6,BlueDart,2023-09-22,2023-10-01,2023-10-07,1,15,Central,Delivered,Rail
1426,1822,1,BlueDart,2023-02-06,2023-02-15,2023-02-09,0,3,West,Delivered,Truck
1427,1825,3,FedEx,2023-02-10,2023-02-19,2023-02-18,0,8,South,Delivered,Rail
1428,1826,2,Delhivery,2023-05-14,2023-05-19,2023-06-02,1,19,West,Delivered,Rail
1429,1827,7,Delhivery,2024-10-16,2024-10-26,2024-10-22,0,6,South,Delivered,Truck
1430,1828,1,FedEx,2024-04-19,2024-04-29,2024-04-25,0,6,Central,Delivered,Van
1431,1829,1,Ekart,2024-04-05,2024-04-13,2024-04-17,1,12,Central,Delivered,Van
1432,1830,6,Ekart,2024-09-28,2024-10-07,2024-10-10,0,12,West,Delivered,Van
1433,1832,4,BlueDart,2023-02-15,2023-02-24,2023-03-06,1,19,Central,Delivered,Rail
1434,1833,9,DTDC,2024-02-02,2024-02-12,2024-02-08,0,6,South,Delivered,Air
1435,1834,2,Delhivery,2022-02-16,2022-02-24,2022-02-19,0,3,North,Delivered,Truck
1436,1835,5,DHL,2022-04-14,2022-04-19,2022-04-25,0,11,West,Delivered,Air
1437,1836,9,Ekart,2024-07-31,2024-08-09,2024-08-06,0,6,East,Delivered,Van
1438,1837,1,Delhivery,2022-07-29,2022-08-04,2022-08-10,0,12,North,Delivered,Air
1439,1838,5,BlueDart,2023-05-21,2023-05-26,2023-05-24,0,3,East,Delivered,Rail
1440,1839,4,FedEx,2022-10-27,2022-11-04,2022-11-04,0,8,East,Delivered,Truck
1441,1840,10,FedEx,2024-09-06,2024-09-16,2024-09-10,0,4,West,Delivered,Rail
1442,1841,3,DTDC,2022-08-19,2022-08-23,2022-08-27,0,8,North,Delivered,Air
1443,1842,8,FedEx,2024-06-06,2024-06-11,2024-06-14,0,8,South,Delivered,Truck
1444,1843,8,BlueDart,2023-06-07,2023-06-17,2023-06-22,1,15,East,Delivered,Van
1445,1844,6,Ekart,2022-10-15,2022-10-23,2022-10-18,0,3,Central,Delivered,Rail
1446,1846,8,Ekart,2024-03-10,2024-03-16,2024-03-15,0,5,East,Delivered,Truck
1447,1847,3,FedEx,2022-01-15,2022-01-22,2022-01-21,0,6,East,Delivered,Air
1448,1848,7,Ekart,2022-09-19,2022-09-22,2022-09-25,0,6,East,Delivered,Truck
1449,1849,4,Delhivery,2023-09-23,2023-09-27,2023-09-27,0,4,East,Delivered,Truck
1450,1850,2,Delhivery,2022-11-09,2022-11-14,2022-11-25,1,16,West,Delivered,Van
1451,1851,6,FedEx,2024-11-30,2024-12-06,2024-12-10,0,10,West,Delivered,Van
1452,1852,3,Ekart,2023-05-16,2023-05-21,2023-05-22,0,6,East,Delivered,Truck
1453,1853,8,DTDC,2024-02-02,2024-02-07,2024-02-08,0,6,Central,Delivered,Air
1454,1854,10,Ekart,2022-05-19,2022-05-23,2022-05-22,0,3,South,Delivered,Truck
1455,1855,1,Ekart,2024-10-25,2024-10-29,2024-11-05,1,11,East,Delivered,Rail
1456,1856,8,Ekart,2024-02-08,2024-02-16,2024-02-18,0,10,West,Delivered,Truck
