order_id,customer_id,product_id,warehouse_id,order_date,quantity,unit_price,total_amount,status,region
2556,78,16,5,2023-06-23,139,84.19,11702.41,Processing,West
2557,413,4,9,2024-06-07,133,263.74,35077.42,Delivered,West
2558,542,15,5,2023-04-07,37,61.8,2286.6,Delivered,West
2559,359,46,3,2022-04-05,39,2074.42,80902.38,Delivered,Central
2560,474,9,7,2022-10-10,149,194.94,29046.06,Processing,South
2561,553,39,6,2024-11-13,113,136.86,15465.18,Delivered,Central
2562,10,29,9,2024-12-02,92,1813.79,166868.68,Processing,North
2563,73,68,6,2023-06-11,164,56634.29,9288023.56,Cancelled,North
2564,78,1,1,2022-08-20,130,373.91,48608.3,Processing,West
2565,223,29,1,2024-11-30,65,1817.25,118121.25,Delivered,South
2566,387,21,3,2022-12-06,147,65.44,9619.68,Delivered,North
2567,141,49,6,2024-10-14,180,604.41,108793.8,Delivered,East
2568,252,31,3,2022-09-28,100,1078.64,107864.0,Delivered,North
2569,236,5,3,2024-06-28,114,449.04,51190.56,Delivered,North
2570,191,10,10,2024-06-22,134,502.65,67355.1,Delivered,East
2571,142,19,6,2024-08-10,152,54.88,8341.76,Delivered,Central
2572,341,9,4,2022-01-21,63,203.39,12813.57,Delivered,East
2573,334,19,10,2024-10-13,28,54.15,1516.2,Delivered,West
2574,18,42,3,2022-09-24,130,1635.8,212654.0,Delivered,North
2575,185,14,1,2024-02-09,75,106.2,7965.0,Delivered,West
2576,582,13,7,2023-05-12,173,26.38,4563.74,Delivered,Central
2577,219,61,8,2024-10-09,16,6340.24,101443.84,Delivered,South
2578,25,33,1,2023-09-04,82,306.61,25142.02,Delivered,West
2579,294,22,1,2022-01-06,52,97.08,5048.16,Cancelled,West
2580,304,3,3,2022-01-13,86,65.55,5637.3,Delivered,East
2581,341,14,2,2023-01-25,125,103.01,12876.25,Processing,East
2582,108,33,10,2023-08-24,103,313.24,32263.72,Delivered,West
2583,239,57,5,2022-05-10,123,232.24,28565.52,Delivered,East
2584,54,6,10,2024-07-13,38,263.35,10007.3,Delivered,Central
2585,386,16,3,2023-02-10,85,84.33,7168.05,Delivered,East
2586,338,58,10,2022-08-29,118,544.86,64293.48,Delivered,East
2587,123,39,3,2023-04-19,103,129.67,13356.01,Delivered,West
2588,544,29,8,2024-04-13,161,1672.27,269235.47,Delivered,West
2589,260,5,3,2022-04-16,193,417.26,80531.18,Delivered,North
2590,545,22,10,2022-02-13,156,107.62,16788.72,Delivered,West
2591,212,54,7,2023-05-11,90,248.47,22362.3,Delivered,Central
2592,404,6,9,2024-11-09,280,252.22,70621.6,Delivered,South
2593,205,15,8,2023-01-17,74,71.07,5259.18,Delivered,West
2594,474,40,9,2023-09-29,97,257.69,24995.93,Delivered,South
2595,595,41,3,2023-12-28,70,1731.2,121184.0,Delivered,North
2596,3,3,2,2023-11-15,268,60.56,16230.08,Delivered,East
2597,441,10,2,2024-10-23,30,463.07,13892.1,Delivered,East
2598,95,7,3,2023-12-11,257,549.07,141110.99,Delivered,Central
2599,7,5,10,2023-04-04,18,409.37,7368.66,Delivered,West
2600,590,34,3,2023-12-23,179,308.84,55282.36,Delivered,Central
2601,281,36,9,2023-08-11,34,61.36,2086.24,Delivered,North
2602,331,14,9,2022-11-01,88,111.4,9803.2,Delivered,South
2603,586,38,7,2023-11-26,194,97.94,19000.36,Delivered,North
2604,538,62,2,2023-10-30,88,14600.01,1284800.88,Delivered,West
2605,577,21,10,2024-09-27,190,74.29,14115.1,Delivered,West
2606,346,22,9,2024-01-06,37,112.99,4180.63,Delivered,North
2607,501,31,2,2024-02-07,136,1192.51,162181.36,Delivered,West
2608,458,29,7,2023-05-02,91,1680.37,152913.67,Delivered,West
2609,231,49,9,2024-01-09,77,576.62,44399.74,Processing,Central
2610,420,66,4,2024-08-10,14,7069.84,98977.76,Delivered,Central
2611,426,46,5,2024-09-22,151,2189.69,330643.19,Delivered,North
2612,559,10,10,2023-02-01,18,436.62,7859.16,Processing,Central
2613,225,18,6,2023-01-11,113,88.8,10034.4,Delivered,South
2614,204,7,7,2022-07-10,95,572.06,54345.7,Delivered,North
2615,76,13,5,2022-02-04,133,26.77,3560.41,Processing,East
2616,94,17,7,2023-08-16,16,67.72,1083.52,Cancelled,South
2617,488,39,1,2023-12-02,198,136.72,27070.56,Delivered,Central
2618,117,19,1,2024-08-07,41,59.6,2443.6,Delivered,East
2619,512,53,2,2022-11-17,23,873.16,20082.68,Delivered,West
2620,497,61,6,2023-05-19,98,6684.85,655115.3,Processing,North
2621,533,47,2,2024-01-19,51,1924.0,98124.0,Delivered,West
2622,550,39,3,2022-01-01,28,135.82,3802.96,Cancelled,North
2623,355,20,3,2024-07-31,112,18.96,2123.52,Processing,South
2624,508,53,2,2024-05-02,169,864.68,146130.92,Delivered,North
2625,475,12,7,2024-10-19,205,142.51,29214.55,Delivered,Central
2626,7,10,1,2023-10-17,60,484.51,29070.6,Delivered,West
2627,255,23,1,2022-05-23,83,3384.28,280895.24,Delivered,North
2628,339,7,4,2022-08-04,198,565.19,111907.62,Cancelled,Central
2629,498,54,5,2022-12-08,21,251.02,5271.42,Delivered,West
2630,304,1,6,2022-05-18,185,392.89,72684.65,Delivered,East
2631,224,3,1,2022-06-11,164,68.0,11152.0,Delivered,West
2632,283,4,5,2023-10-05,120,244.35,29322.0,Delivered,Central
2633,470,61,9,2022-01-24,95,6548.84,622139.8,Delivered,West
2634,23,20,6,2022-04-01,125,19.42,2427.5,Delivered,West
2635,599,10,7,2022-06-09,82,491.77,40325.14,Delivered,South
2636,483,67,7,2022-03-18,55,12032.37,661780.35,Delivered,Central
2637,192,6,3,2023-03-29,14,260.27,3643.78,Delivered,South
2638,483,9,6,2024-09-19,214,201.31,43080.34,Delivered,Central
2639,409,16,1,2024-06-06,101,84.55,8539.55,Delivered,West
2640,468,12,2,2023-10-20,86,147.29,12666.94,Delivered,East
2641,536,59,7,2023-05-20,197,250.04,49257.88,Delivered,West
2642,299,17,4,2023-10-29,70,68.67,4806.9,Processing,West
2643,219,25,9,2024-11-21,205,922.63,189139.15,Delivered,South
2644,84,54,7,2024-06-03,184,231.09,42520.56,Delivered,North
2645,80,5,3,2023-12-06,230,472.95,108778.5,Delivered,West
2646,85,14,2,2024-09-27,83,97.85,8121.55,Delivered,North
2647,557,28,6,2023-07-31,157,4165.92,654049.44,Delivered,South
2648,356,34,9,2022-04-01,45,362.09,16294.05,Delivered,East
2649,408,4,9,2023-08-20,79,263.67,20829.93,Delivered,West
2650,387,50,5,2022-08-26,38,450.51,17119.38,Delivered,North
2651,103,12,10,2023-07-23,89,155.53,13842.17,Delivered,South
2652,207,19,2,2022-10-03,253,53.45,13522.85,Delivered,South
2653,200,46,5,2024-10-10,193,2310.92,446007.56,Processing,South
2654,71,16,10,2022-05-02,100,78.45,7845.0,Processing,North
2655,464,7,4,2023-01-25,153,615.37,94151.61,Delivered,North
2656,263,17,7,2022-02-14,98,76.36,7483.28,Delivered,Central
2657,111,14,10,2022-10-19,89,111.23,9899.47,Cancelled,East
2658,419,9,7,2023-08-02,56,194.97,10918.32,Delivered,South
2659,57,10,6,2024-08-17,136,501.62,68220.32,Processing,South
2660,151,7,5,2023-04-03,106,553.32,58651.92,Delivered,East
2661,587,18,1,2022-11-15,201,81.07,16295.07,Delivered,South
2662,389,30,6,2023-10-17,29,3141.47,91102.63,Delivered,South
2663,344,1,2,2023-10-16,30,430.95,12928.5,Delivered,West
2664,415,23,1,2024-03-14,165,3324.88,548605.2,Delivered,North
2665,170,4,10,2024-04-14,166,245.66,40779.56,Delivered,Central
2666,221,7,5,2024-08-30,92,578.28,53201.76,Delivered,South
2667,304,22,5,2023-12-31,61,104.31,6362.91,Delivered,East
2668,226,13,9,2022-08-14,39,29.08,1134.12,Delivered,West
2669,110,17,9,2024-09-20,170,76.54,13011.8,Delivered,Central
2670,595,5,1,2022-02-01,65,465.76,30274.4,Delivered,North
2671,63,17,10,2023-10-22,191,73.39,14017.49,Processing,West
2672,212,21,8,2022-10-28,247,70.05,17302.35,Delivered,Central
2673,115,13,7,2024-05-25,178,26.81,4772.18,Delivered,Central
2674,515,68,6,2024-06-28,13,61023.73,793308.49,Delivered,North
2675,576,11,5,2022-01-26,28,589.3,16500.4,Delivered,Central
2676,206,50,4,2022-03-08,39,427.91,16688.49,Delivered,Central
2677,273,15,8,2024-08-09,100,63.24,6324.0,Cancelled,Central
2678,3,20,1,2024-04-21,168,19.38,3255.84,Delivered,East
2679,533,40,7,2023-06-10,87,271.13,23588.31,Delivered,West
2680,234,16,10,2022-03-01,92,81.92,7536.64,Delivered,East
2681,537,10,9,2024-11-14,127,490.98,62354.46,Delivered,South
2682,410,14,1,2024-08-12,112,114.01,12769.12,Delivered,Central
2683,490,68,4,2022-08-29,48,59798.86,2870345.28,Delivered,West
2684,471,22,5,2022-02-13,72,98.38,7083.36,Delivered,West
2685,166,32,10,2022-01-03,110,1137.35,125108.5,Delivered,West
2686,523,3,6,2022-01-25,73,61.62,4498.26,Processing,South
2687,388,21,8,2022-12-29,236,64.26,15165.36,Delivered,South
2688,513,20,1,2022-03-11,35,18.42,644.7,Delivered,South
2689,67,14,1,2023-11-03,117,100.73,11785.41,Processing,East
2690,474,47,2,2022-05-25,87,1838.22,159925.14,Delivered,South
2691,195,13,4,2022-02-22,79,26.82,2118.78,Delivered,West
2692,512,45,2,2022-04-15,65,2367.87,153911.55,Cancelled,West
2693,268,1,3,2023-05-22,107,421.46,45096.22,Processing,West
2694,376,35,6,2023-12-30,65,326.29,21208.85,Delivered,South
2695,441,3,4,2024-07-11,30,62.04,1861.2,Delivered,East
2696,315,12,6,2024-04-25,115,149.85,17232.75,Processing,Central
2697,401,37,2,2024-10-26,141,225.31,31768.71,Delivered,West
2698,239,24,4,2022-02-23,162,2924.88,473830.56,Delivered,East
2699,374,15,7,2022-04-26,181,63.56,11504.36,Delivered,South
2700,363,1,6,2023-07-17,70,417.09,29196.3,Delivered,Central
2701,277,7,1,2023-12-27,190,580.26,110249.4,Delivered,West
2702,360,36,3,2024-04-03,67,63.35,4244.45,Delivered,East
2703,76,37,1,2022-05-28,150,238.78,35817.0,Delivered,East
2704,166,33,2,2022-01-15,22,339.05,7459.1,Delivered,West
2705,233,16,6,2022-06-23,188,78.0,14664.0,Delivered,South
2706,469,11,6,2024-12-13,187,580.79,108607.73,Cancelled,South
2707,553,3,10,2022-08-25,105,62.49,6561.45,Delivered,Central
2708,490,33,4,2024-06-15,121,302.2,36566.2,Delivered,West
2709,438,17,4,2024-07-11,217,76.01,16494.17,Cancelled,West
2710,31,15,3,2023-06-13,98,70.49,6908.02,Delivered,East
2711,338,19,9,2023-08-09,146,58.75,8577.5,Delivered,East
2712,79,8,5,2024-12-17,204,88.95,18145.8,Delivered,South
2713,186,1,5,2022-08-27,14,424.44,5942.16,Cancelled,West
2714,427,3,5,2024-01-20,67,65.28,4373.76,Delivered,East
2715,312,7,8,2023-01-23,92,570.93,52525.56,Processing,Central
2716,578,24,2,2022-08-10,95,3160.81,300276.95,Processing,East
2717,226,20,9,2022-06-21,20,17.73,354.6,Processing,West
2718,474,9,1,2024-02-01,75,178.86,13414.5,Delivered,South
2719,278,3,1,2023-12-30,128,61.17,7829.76,Delivered,North
2720,544,10,2,2022-12-31,98,470.32,46091.36,Delivered,West
2721,476,4,2,2023-10-16,224,235.71,52799.04,Delivered,Central
2722,388,18,2,2022-09-27,73,78.08,5699.84,Delivered,South
2723,137,14,10,2022-03-10,41,98.56,4040.96,Processing,East
2724,394,40,6,2022-06-20,57,265.63,15140.91,Delivered,West
2725,421,2,4,2024-06-06,151,106.07,16016.57,Delivered,South
2726,345,20,10,2022-06-22,148,19.23,2846.04,Delivered,West
2727,449,60,9,2023-08-30,55,387.25,21298.75,Delivered,North
2728,496,13,8,2024-11-04,44,30.81,1355.64,Delivered,North
2729,249,42,10,2022-12-17,138,1631.11,225093.18,Delivered,West
2730,568,35,4,2022-02-28,34,326.19,11090.46,Processing,South
2731,284,16,8,2022-07-11,160,82.81,13249.6,Delivered,East
2732,41,10,6,2024-04-03,122,503.68,61448.96,Delivered,South
2733,77,19,1,2022-08-06,63,51.61,3251.43,Delivered,North
2734,463,2,1,2023-10-06,184,109.34,20118.56,Delivered,South
2735,3,11,7,2024-11-07,152,589.25,89566.0,Delivered,East
2736,143,5,5,2022-11-10,187,454.44,84980.28,Delivered,East
2737,244,30,1,2023-12-23,156,3223.1,502803.6,Delivered,Central
2738,141,16,5,2023-08-04,182,78.3,14250.6,Delivered,East
2739,600,35,3,2023-04-05,40,308.55,12342.0,Delivered,North
2740,460,20,3,2024-11-14,51,19.83,1011.33,Delivered,East
2741,430,8,7,2023-09-07,211,102.04,21530.44,Delivered,West
2742,299,7,8,2024-08-19,94,595.38,55965.72,Delivered,West
2743,419,33,3,2022-08-30,140,334.73,46862.2,Delivered,South
2744,23,61,9,2024-10-20,215,7316.57,1573062.55,Delivered,West
2745,67,35,3,2022-04-26,116,323.55,37531.8,Cancelled,East
2746,236,20,10,2024-05-16,90,18.5,1665.0,Delivered,North
2747,112,41,6,2022-04-17,125,1607.0,200875.0,Delivered,West
2748,286,1,5,2024-10-12,105,375.99,39478.95,Delivered,Central
2749,559,21,3,2022-04-15,150,66.88,10032.0,Delivered,Central
2750,42,1,6,2024-12-08,116,424.63,49257.08,Processing,East
2751,515,31,4,2023-06-29,83,1139.73,94597.59,Processing,North
2752,51,22,3,2024-11-04,117,110.71,12953.07,Delivered,South
2753,501,20,3,2024-05-16,84,17.89,1502.76,Delivered,West
2754,158,55,6,2023-11-07,190,616.46,117127.4,Delivered,East
2755,596,63,2,2024-06-29,70,40476.84,2833378.8,Delivered,Central
2756,284,9,4,2022-12-19,110,180.03,19803.3,Delivered,East
2757,563,56,1,2023-03-12,32,119.58,3826.56,Delivered,West
2758,85,7,8,2022-08-12,156,581.49,90712.44,Processing,North
2759,327,9,10,2024-03-11,93,208.12,19355.16,Delivered,West
2760,373,14,4,2023-11-30,260,107.77,28020.2,Processing,West
2761,147,21,7,2022-05-10,104,70.49,7330.96,Delivered,East
2762,505,12,8,2023-01-11,159,139.01,22102.59,Delivered,South
2763,165,21,10,2023-09-15,112,70.07,7847.84,Delivered,Central
2764,597,37,6,2024-11-30,16,239.47,3831.52,Delivered,Central
2765,134,5,1,2023-12-17,88,432.72,38079.36,Delivered,West
2766,117,4,3,2022-12-27,158,230.07,36351.06,Delivered,East
2767,117,48,9,2022-05-14,12,480.07,5760.84,Delivered,East
2768,472,7,5,2024-10-24,68,585.72,39828.96,Delivered,West
2769,213,9,1,2023-10-01,74,179.29,13267.46,Delivered,North
2770,22,7,10,2022-09-15,138,607.29,83806.02,Delivered,East
2771,541,49,9,2023-01-12,13,577.86,7512.18,Delivered,East
2772,416,4,10,2023-04-03,166,239.4,39740.4,Delivered,North
2773,294,27,5,2024-08-19,162,749.23,121375.26,Processing,West
2774,112,4,1,2023-02-02,85,231.81,19703.85,Delivered,West
2775,167,28,10,2024-11-23,257,4202.01,1079916.57,Delivered,Central
2776,195,55,6,2023-03-16,177,580.23,102700.71,Delivered,West
2777,154,20,1,2024-07-11,30,18.13,543.9,Cancelled,South
2778,81,25,3,2024-12-05,127,903.7,114769.9,Delivered,Central
2779,104,34,2,2023-02-01,101,349.66,35315.66,Delivered,North
2780,511,22,3,2023-09-29,101,111.74,11285.74,Delivered,South
2781,111,12,6,2022-01-14,66,152.49,10064.34,Delivered,East
2782,428,21,9,2023-06-17,142,73.86,10488.12,Delivered,North
2783,327,9,9,2023-02-14,81,192.43,15586.83,Delivered,West
2784,222,11,8,2024-06-05,192,570.77,109587.84,Delivered,East
2785,519,14,10,2023-07-10,86,97.72,8403.92,Delivered,Central
2786,405,25,10,2023-07-08,140,1003.84,140537.6,Delivered,East
2787,121,8,8,2024-07-16,17,97.66,1660.22,Delivered,North
2788,429,32,3,2024-07-25,30,1056.04,31681.2,Cancelled,North
2789,158,24,3,2023-08-07,82,2763.59,226614.38,Delivered,East
2790,370,56,4,2022-07-25,77,127.16,9791.32,Delivered,Central
2791,279,12,10,2024-12-11,135,136.89,18480.15,Processing,North
2792,124,68,5,2022-11-27,152,59524.55,9047731.6,Delivered,East
2793,292,36,1,2022-03-12,33,54.69,1804.77,Delivered,Central
2794,147,6,8,2024-12-11,259,265.77,68834.43,Delivered,East
2795,175,25,2,2023-06-01,176,902.42,158825.92,Delivered,East
2796,586,35,4,2022-06-17,38,338.39,12858.82,Delivered,North
2797,250,32,8,2023-09-30,79,1036.23,81862.17,Delivered,South
2798,79,63,5,2024-08-26,199,37883.73,7538862.27,Delivered,South
2799,77,54,1,2024-05-10,21,223.51,4693.71,Delivered,North
2800,547,39,8,2024-02-08,19,142.08,2699.52,Delivered,East
2801,236,67,4,2023-04-14,129,11741.53,1514657.37,Delivered,North
2802,24,11,10,2023-04-29,164,610.39,100103.96,Delivered,North
2803,217,34,5,2024-04-12,26,357.48,9294.48,Delivered,North
2804,292,22,4,2023-03-20,120,99.06,11887.2,Delivered,Central
2805,108,13,9,2022-04-24,193,27.92,5388.56,Delivered,West
2806,236,43,5,2022-03-24,52,1182.37,61483.24,Delivered,North
2807,388,4,6,2023-10-16,112,225.72,25280.64,Delivered,South
2808,280,34,6,2024-04-29,139,361.94,50309.66,Delivered,South
2809,410,6,8,2022-02-25,79,268.75,21231.25,Delivered,Central
2810,72,38,6,2022-02-01,134,96.94,12989.96,Delivered,West
2811,184,37,6,2024-08-23,133,224.71,29886.43,Delivered,East
2812,151,6,7,2023-07-07,178,259.86,46255.08,Delivered,East
2813,557,50,5,2023-11-27,96,418.68,40193.28,Delivered,South
2814,434,1,4,2024-10-28,127,392.34,49827.18,Delivered,North
2815,583,6,1,2022-01-11,11,258.78,2846.58,Delivered,South
2816,503,13,5,2023-07-17,67,26.62,1783.54,Delivered,Central
2817,427,43,7,2024-02-05,141,1170.83,165087.03,Delivered,East
2818,521,17,6,2024-08-27,71,69.8,4955.8,Processing,South
2819,361,64,7,2022-09-08,53,25668.77,1360444.81,Delivered,North
2820,283,36,6,2023-05-03,130,53.84,6999.2,Delivered,Central
2821,415,14,7,2023-01-18,141,111.65,15742.65,Delivered,North
2822,428,14,4,2024-09-05,178,98.48,17529.44,Delivered,North
2823,492,21,6,2022-08-01,84,67.36,5658.24,Delivered,Central
2824,539,11,2,2023-04-18,133,573.81,76316.73,Processing,Central
2825,55,7,5,2022-06-30,65,606.49,39421.85,Delivered,West
2826,267,39,6,2022-08-02,139,129.72,18031.08,Delivered,Central
2827,3,11,2,2023-11-24,130,582.53,75728.9,Delivered,East
2828,268,45,5,2023-12-17,77,2140.92,164850.84,Delivered,West
2829,168,63,10,2024-02-12,139,37748.9,5247097.1,Delivered,East
2830,89,18,4,2022-01-12,84,79.13,6646.92,Delivered,North
2831,579,12,8,2024-03-12,170,147.96,25153.2,Delivered,West
2832,598,6,10,2024-03-19,190,251.24,47735.6,Delivered,North
2833,451,17,6,2023-06-13,64,71.1,4550.4,Cancelled,South
2834,418,3,2,2024-04-01,134,63.01,8443.34,Processing,West
2835,169,1,5,2024-11-12,176,395.25,69564.0,Delivered,South
2836,324,2,3,2023-09-07,132,107.63,14207.16,Delivered,North
2837,39,37,8,2024-05-07,152,209.64,31865.28,Delivered,Central
2838,544,9,4,2022-05-05,76,177.17,13464.92,Delivered,West
2839,526,11,6,2022-11-25,127,595.37,75611.99,Processing,South
2840,466,27,2,2023-10-22,123,776.33,95488.59,Delivered,West
2841,237,36,7,2023-06-17,135,56.05,7566.75,Delivered,West
2842,519,3,8,2023-08-15,94,60.8,5715.2,Delivered,Central
2843,203,1,1,2023-08-07,174,396.8,69043.2,Delivered,Central
2844,403,20,6,2023-04-05,22,19.62,431.64,Delivered,East
2845,389,19,4,2023-04-21,105,59.53,6250.65,Processing,South
2846,514,61,2,2022-06-12,19,6390.64,121422.16,Delivered,South
2847,207,18,6,2023-04-23,62,77.97,4834.14,Cancelled,South
2848,250,11,2,2022-08-22,74,557.16,41229.84,Delivered,South
2849,86,14,8,2024-09-22,49,107.91,5287.59,Delivered,Central
2850,402,27,7,2022-05-15,95,789.75,75026.25,Cancelled,Central
2851,283,10,8,2023-08-12,47,479.8,22550.6,Delivered,Central
2852,204,23,2,2023-12-06,68,3536.48,240480.64,Delivered,North
2853,356,15,3,2022-04-11,181,68.22,12347.82,Delivered,East
2854,351,1,6,2024-10-12,155,435.66,67527.3,Delivered,East
2855,552,51,10,2024-09-10,47,765.49,35978.03,Delivered,North
2856,243,4,1,2023-12-19,39,234.68,9152.52,Delivered,North
2857,343,45,3,2023-12-21,277,2241.78,620973.06,Processing,West
2858,179,52,4,2024-07-25,162,513.83,83240.46,Processing,East
2859,316,19,3,2024-10-09,117,51.47,6021.99,Delivered,North
2860,350,52,2,2024-05-06,130,484.82,63026.6,Delivered,North
2861,176,22,7,2023-03-18,66,105.81,6983.46,Delivered,West
2862,353,33,3,2023-11-06,79,297.19,23478.01,Delivered,East
2863,442,8,2,2023-10-11,35,92.58,3240.3,Cancelled,East
2864,174,2,9,2022-07-17,83,118.55,9839.65,Delivered,Central
2865,267,20,9,2022-07-02,160,19.53,3124.8,Delivered,Central
2866,311,17,7,2023-04-11,64,73.36,4695.04,Delivered,Central
2867,568,9,2,2023-08-15,71,202.59,14383.89,Delivered,South
2868,553,47,9,2022-10-03,230,1771.77,407507.1,Delivered,Central
2869,121,3,1,2022-08-17,89,59.26,5274.14,Delivered,North
2870,77,37,9,2023-11-12,50,238.09,11904.5,Delivered,North
2871,462,57,2,2022-01-14,23,212.98,4898.54,Processing,East
2872,587,21,5,2023-07-02,183,71.02,12996.66,Delivered,South
2873,184,8,7,2024-03-30,38,96.19,3655.22,Delivered,East
2874,54,24,9,2024-06-13,80,2859.19,228735.2,Processing,Central
2875,247,10,10,2022-06-13,175,469.1,82092.5,Delivered,North
2876,346,3,7,2022-08-18,116,59.76,6932.16,Cancelled,North
2877,234,14,5,2023-08-12,99,110.61,10950.39,Delivered,East
2878,467,31,5,2024-05-03,197,1130.05,222619.85,Delivered,North
2879,502,41,5,2023-11-28,19,1641.02,31179.38,Delivered,West
2880,561,44,4,2024-10-09,131,130.12,17045.72,Processing,Central
2881,570,32,8,2022-06-01,74,1042.4,77137.6,Delivered,North
2882,538,46,10,2023-01-12,28,2067.37,57886.36,Delivered,West
2883,412,49,7,2022-10-02,198,599.94,118788.12,Delivered,Central
2884,318,6,3,2023-03-02,166,266.53,44243.98,Delivered,South
2885,453,27,10,2024-09-06,57,852.97,48619.29,Delivered,North
2886,580,29,6,2023-07-08,39,1879.56,73302.84,Delivered,South
2887,205,5,9,2023-04-24,117,427.1,49970.7,Cancelled,West
2888,6,47,1,2024-06-27,123,1977.15,243189.45,Processing,Central
2889,553,1,10,2022-01-12,160,380.65,60904.0,Delivered,Central
2890,597,20,2,2022-01-21,70,18.53,1297.1,Processing,Central
2891,486,67,10,2022-01-26,44,13014.84,572652.96,Delivered,South
2892,499,11,4,2023-08-12,210,561.91,118001.1,Processing,South
2893,47,27,3,2024-02-21,107,805.35,86172.45,Processing,North
2894,259,12,9,2024-10-04,280,145.39,40709.2,Delivered,North
2895,76,13,10,2023-03-26,38,31.0,1178.0,Delivered,East
2896,485,3,10,2024-02-25,80,62.82,5025.6,Delivered,North
2897,136,6,9,2023-06-18,11,232.17,2553.87,Delivered,East
2898,468,35,1,2024-01-24,55,336.59,18512.45,Delivered,East
2899,46,8,2,2022-01-26,135,90.38,12201.3,Cancelled,Central
2900,9,15,3,2024-11-04,124,63.41,7862.84,Delivered,West
2901,251,15,6,2023-09-08,129,63.4,8178.6,Delivered,East
2902,141,1,7,2022-04-02,156,392.65,61253.4,Delivered,East
2903,311,38,10,2023-08-11,86,89.76,7719.36,Delivered,Central
2904,71,29,1,2024-04-12,87,1707.87,148584.69,Processing,North
2905,383,20,7,2022-05-17,34,18.41,625.94,Delivered,North
2906,502,49,9,2023-04-20,13,633.02,8229.26,Delivered,West
2907,194,52,3,2023-02-20,68,481.72,32756.96,Delivered,South
2908,146,35,5,2023-07-01,103,305.17,31432.51,Cancelled,East
2909,509,14,4,2022-03-26,175,111.74,19554.5,Processing,West
2910,424,15,6,2024-11-20,208,61.4,12771.2,Delivered,Central
2911,242,2,8,2023-07-15,25,101.56,2539.0,Delivered,North
2912,101,21,8,2023-11-05,219,73.69,16138.11,Delivered,Central
2913,155,1,4,2022-04-14,195,400.71,78138.45,Delivered,South
2914,374,9,4,2024-02-11,37,208.44,7712.28,Delivered,South
2915,352,44,6,2022-08-24,174,130.58,22720.92,Delivered,Central
2916,526,27,4,2022-12-14,168,824.56,138526.08,Delivered,South
2917,500,56,7,2024-07-18,173,122.91,21263.43,Delivered,East
2918,409,24,10,2023-10-17,81,3162.11,256130.91,Delivered,West
2919,495,24,2,2022-09-21,198,2836.78,561682.44,Delivered,Central
2920,498,44,1,2022-09-17,200,130.5,26100.0,Delivered,West
2921,106,4,1,2024-07-26,165,228.07,37631.55,Delivered,South
2922,249,8,8,2024-12-21,22,88.33,1943.26,Delivered,West
2923,196,13,3,2023-09-21,112,26.59,2978.08,Delivered,North
2924,372,6,10,2024-01-31,112,259.34,29046.08,Delivered,South
2925,47,21,2,2023-07-04,20,71.07,1421.4,Delivered,North
2926,153,42,10,2022-01-09,56,1543.21,86419.76,Cancelled,West
2927,56,67,2,2024-10-09,32,12544.56,401425.92,Delivered,West
2928,279,47,8,2024-02-27,112,1874.35,209927.2,Processing,North
2929,342,40,10,2023-04-26,179,267.5,47882.5,Delivered,South
2930,171,15,10,2022-04-29,36,69.92,2517.12,Delivered,West
2931,186,8,9,2024-01-09,42,90.59,3804.78,Delivered,West
2932,235,28,10,2023-05-12,112,4567.29,511536.48,Delivered,East
2933,41,1,6,2024-01-06,93,413.61,38465.73,Delivered,South
2934,405,8,10,2024-12-23,86,90.42,7776.12,Processing,East
2935,146,9,8,2022-06-13,48,183.78,8821.44,Delivered,East
2936,456,30,3,2022-03-19,30,3157.6,94728.0,Delivered,East
2937,455,6,6,2023-11-11,266,251.16,66808.56,Delivered,South
2938,571,9,5,2023-12-19,21,181.39,3809.19,Processing,South
2939,362,25,6,2023-03-07,161,981.28,157986.08,Delivered,Central
2940,144,26,9,2024-09-10,33,3939.63,130007.79,Delivered,West
2941,559,38,6,2023-02-26,165,101.23,16702.95,Delivered,Central
2942,423,20,6,2022-09-08,135,17.04,2300.4,Delivered,South
2943,383,11,5,2022-11-17,16,624.29,9988.64,Processing,North
2944,415,12,4,2022-08-28,91,148.76,13537.16,Delivered,North
2945,146,8,4,2023-07-04,34,96.35,3275.9,Delivered,East
2946,226,61,4,2024-01-09,105,7088.36,744277.8,Processing,West
2947,357,66,7,2024-01-31,89,7580.96,674705.44,Delivered,East
2948,319,6,3,2024-11-13,106,269.65,28582.9,Delivered,Central
2949,102,3,3,2022-10-12,121,59.45,7193.45,Delivered,East
2950,523,37,9,2024-04-16,72,224.55,16167.6,Delivered,South
2951,154,7,1,2022-02-25,73,635.93,46422.89,Delivered,South
2952,561,51,10,2023-04-02,59,669.47,39498.73,Delivered,Central
2953,312,8,10,2024-01-28,136,97.39,13245.04,Delivered,Central
2954,324,8,3,2024-07-08,209,99.73,20843.57,Delivered,North
2955,210,11,1,2024-04-27,172,576.37,99135.64,Delivered,South
2956,49,44,5,2023-08-25,11,135.0,1485.0,Processing,East
2957,408,11,6,2024-01-13,62,595.89,36945.18,Delivered,West
2958,177,21,3,2022-04-07,32,63.5,2032.0,Delivered,Central
2959,255,67,9,2022-02-15,170,13207.61,2245293.7,Delivered,North
2960,313,18,9,2022-01-09,43,78.3,3366.9,Delivered,Central
2961,440,19,3,2023-05-27,88,52.6,4628.8,Delivered,North
