shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type,delay_days,delay_severity
771,984,6,Delhivery,2024-12-14,2024-12-24,2024-12-21,0,7,West,Delivered,Rail,0,On Time
772,985,2,Ekart,2023-02-10,2023-02-17,2023-02-17,0,7,South,Delivered,Rail,0,On Time
773,989,3,Ekart,2024-06-30,2024-07-10,2024-07-11,0,11,East,Delivered,Air,1,Minor Delay
774,990,10,DTDC,2023-09-29,2023-10-04,2023-10-08,0,9,South,Delivered,Rail,4,Moderate Delay
775,991,9,Delhivery,2023-01-19,2023-01-22,2023-01-30,0,11,East,Delivered,Truck,8,Severe Delay
776,992,3,Ekart,2024-07-07,2024-07-17,2024-07-13,0,6,South,Delivered,Air,0,On Time
777,993,2,DHL,2023-02-22,2023-03-04,2023-03-04,0,10,North,Delivered,Truck,0,On Time
778,994,2,Ekart,2024-09-12,2024-09-15,2024-09-23,0,11,South,Delivered,Van,8,Severe Delay
779,995,3,Delhivery,2023-06-14,2023-06-21,2023-07-04,1,20,East,Delivered,Air,13,Severe Delay
780,996,5,Delhivery,2022-06-21,2022-06-25,2022-06-30,0,9,North,Delivered,Van,5,Moderate Delay
781,997,2,Ekart,2024-10-20,2024-10-29,2024-10-28,0,8,West,Delivered,Air,0,On Time
782,1000,1,FedEx,2022-03-09,2022-03-12,2022-03-13,0,4,North,Delivered,Air,1,Minor Delay
783,1001,7,BlueDart,2024-10-09,2024-10-16,2024-10-18,0,9,East,Delivered,Air,2,Minor Delay
784,1003,4,BlueDart,2024-05-25,2024-06-02,2024-06-05,0,11,East,Delivered,Air,3,Minor Delay
785,1004,4,BlueDart,2022-07-19,2022-07-25,2022-07-23,0,4,West,Delivered,Rail,0,On Time
786,1005,5,Ekart,2024-05-31,2024-06-09,2024-06-10,0,10,North,Delivered,Van,1,Minor Delay
787,1006,2,Ekart,2024-11-07,2024-11-15,2024-11-19,0,12,Central,Delivered,Air,4,Moderate Delay
788,1007,8,DHL,2022-07-28,2022-08-06,2022-08-09,0,12,Central,Delivered,Truck,3,Minor Delay
789,1008,6,FedEx,2024-11-17,2024-11-23,2024-11-23,0,6,North,Delivered,Rail,0,On Time
790,1009,6,DTDC,2022-10-20,2022-10-27,2022-10-28,0,8,North,Delivered,Van,1,Minor Delay
791,1010,5,DTDC,2022-10-25,2022-10-31,2022-10-29,0,4,Central,Delivered,Rail,0,On Time
792,1011,9,Delhivery,2024-05-09,2024-05-15,2024-05-24,1,15,West,Delivered,Air,9,Severe Delay
793,1012,7,BlueDart,2024-11-12,2024-11-20,2024-11-16,0,4,West,Delivered,Air,0,On Time
794,1013,8,Delhivery,2024-10-03,2024-10-09,2024-10-12,0,9,North,Delivered,Truck,3,Minor Delay
795,1014,3,Ekart,2024-10-01,2024-10-10,2024-10-10,0,9,North,Delivered,Air,0,On Time
796,1016,3,FedEx,2024-07-04,2024-07-09,2024-07-07,0,3,North,Delivered,Van,0,On Time
797,1017,9,FedEx,2024-06-26,2024-07-06,2024-06-30,0,4,East,Delivered,Air,0,On Time
798,1018,10,DHL,2023-10-10,2023-10-13,2023-10-14,0,4,North,Delivered,Truck,1,Minor Delay
799,1019,7,FedEx,2024-04-03,2024-04-09,2024-04-10,0,7,West,Delivered,Air,1,Minor Delay
800,1020,2,DHL,2024-03-20,2024-03-27,2024-03-30,0,10,South,Delivered,Van,3,Minor Delay
801,1021,2,BlueDart,2022-05-17,2022-05-21,2022-05-20,0,3,Central,Delivered,Rail,0,On Time
802,1022,10,Delhivery,2023-07-05,2023-07-12,2023-07-13,0,8,North,Delivered,Rail,1,Minor Delay
803,1023,6,DTDC,2022-04-07,2022-04-11,2022-04-18,0,11,North,Delivered,Air,7,Moderate Delay
804,1024,2,Ekart,2024-08-11,2024-08-14,2024-08-26,1,15,West,Delivered,Air,12,Severe Delay
805,1025,9,Delhivery,2022-05-06,2022-05-13,2022-05-13,0,7,Central,Delivered,Truck,0,On Time
806,1026,3,FedEx,2023-08-21,2023-08-29,2023-08-27,0,6,South,Delivered,Rail,0,On Time
807,1027,8,DTDC,2023-06-01,2023-06-06,2023-06-11,1,10,East,Delivered,Rail,5,Moderate Delay
808,1028,8,FedEx,2024-08-16,2024-08-26,2024-08-25,0,9,North,Delivered,Air,0,On Time
809,1029,6,Ekart,2024-12-05,2024-12-08,2024-12-11,0,6,North,Delivered,Rail,3,Minor Delay
810,1031,10,DTDC,2023-09-23,2023-09-26,2023-09-28,0,5,West,Delivered,Van,2,Minor Delay
811,1032,6,DTDC,2023-02-24,2023-03-06,2023-02-27,0,3,South,Delivered,Van,0,On Time
812,1033,1,Delhivery,2022-04-18,2022-04-22,2022-04-24,0,6,West,Delivered,Air,2,Minor Delay
813,1034,9,DHL,2022-05-05,2022-05-12,2022-05-10,0,5,West,Delivered,Air,0,On Time
814,1035,1,DHL,2024-08-16,2024-08-19,2024-08-25,0,9,West,Delivered,Truck,6,Moderate Delay
815,1036,8,Delhivery,2022-09-22,2022-09-30,2022-09-27,0,5,East,Delivered,Truck,0,On Time
816,1037,5,Ekart,2023-06-12,2023-06-22,2023-06-15,0,3,Central,Delivered,Air,0,On Time
817,1039,9,DHL,2022-11-02,2022-11-06,2022-11-15,1,13,South,Delivered,Truck,9,Severe Delay
818,1040,8,DHL,2022-04-11,2022-04-15,2022-04-20,0,9,South,Delivered,Air,5,Moderate Delay
819,1041,10,Delhivery,2022-11-09,2022-11-14,2022-11-17,0,8,East,Delivered,Rail,3,Minor Delay
820,1042,2,BlueDart,2022-11-08,2022-11-11,2022-11-20,0,12,North,Delivered,Truck,9,Severe Delay
821,1043,2,DTDC,2024-05-01,2024-05-04,2024-05-15,1,14,East,Delivered,Van,11,Severe Delay
822,1045,3,DHL,2024-05-12,2024-05-16,2024-05-16,0,4,North,Delivered,Van,0,On Time
823,1046,5,Delhivery,2022-04-10,2022-04-18,2022-04-22,0,12,West,Delivered,Rail,4,Moderate Delay
824,1048,2,Delhivery,2023-04-25,2023-04-30,2023-05-05,0,10,South,Delivered,Van,5,Moderate Delay
825,1049,5,BlueDart,2023-12-05,2023-12-09,2023-12-16,0,11,South,Delivered,Rail,7,Moderate Delay
826,1050,6,Ekart,2024-07-29,2024-08-02,2024-08-12,1,14,East,Delivered,Truck,10,Severe Delay
827,1051,5,FedEx,2023-12-22,2023-12-28,2024-01-10,1,19,North,Delivered,Truck,13,Severe Delay
828,1052,4,Ekart,2022-05-11,2022-05-15,2022-05-22,0,11,North,Delivered,Truck,7,Moderate Delay
829,1053,5,DHL,2024-10-25,2024-11-03,2024-11-03,0,9,Central,Delivered,Air,0,On Time
830,1054,2,DTDC,2022-07-02,2022-07-11,2022-07-18,1,16,North,Delivered,Rail,7,Moderate Delay
831,1055,5,DTDC,2024-05-31,2024-06-07,2024-06-09,1,9,West,Delivered,Truck,2,Minor Delay
832,1056,6,DTDC,2022-04-28,2022-05-01,2022-05-05,0,7,West,Delivered,Van,4,Moderate Delay
833,1058,7,Delhivery,2022-08-09,2022-08-13,2022-08-18,0,9,Central,Delivered,Truck,5,Moderate Delay
834,1059,6,Delhivery,2024-09-27,2024-10-04,2024-10-04,0,7,Central,Delivered,Rail,0,On Time
835,1060,6,DTDC,2022-04-04,2022-04-07,2022-04-13,0,9,East,Delivered,Truck,6,Moderate Delay
836,1062,1,FedEx,2024-05-04,2024-05-10,2024-05-09,0,5,South,Delivered,Rail,0,On Time
837,1064,5,BlueDart,2023-08-27,2023-09-03,2023-09-02,0,6,North,Delivered,Van,0,On Time
838,1065,8,Ekart,2024-07-03,2024-07-09,2024-07-13,0,10,South,Delivered,Truck,4,Moderate Delay
839,1066,7,DTDC,2023-07-20,2023-07-29,2023-07-31,0,11,East,Delivered,Van,2,Minor Delay
840,1067,2,DHL,2022-02-07,2022-02-16,2022-02-24,1,17,Central,Delivered,Van,8,Severe Delay
841,1068,5,DHL,2022-11-20,2022-11-26,2022-12-08,1,18,Central,Delivered,Van,12,Severe Delay
842,1070,7,DTDC,2023-04-22,2023-04-28,2023-05-04,1,12,East,Delivered,Air,6,Moderate Delay
843,1071,9,Ekart,2024-10-21,2024-10-31,2024-11-01,0,11,South,Delivered,Rail,1,Minor Delay
844,1072,10,Ekart,2024-03-19,2024-03-22,2024-03-27,1,8,West,Delivered,Air,5,Moderate Delay
845,1073,9,Delhivery,2023-02-21,2023-02-27,2023-02-26,0,5,Central,Delivered,Air,0,On Time
846,1074,9,Ekart,2023-02-01,2023-02-07,2023-02-12,0,11,North,Delivered,Rail,5,Moderate Delay
847,1076,9,Delhivery,2023-08-04,2023-08-12,2023-08-08,0,4,North,Delivered,Rail,0,On Time
848,1077,3,Ekart,2022-10-19,2022-10-29,2022-10-29,0,10,East,Delivered,Air,0,On Time
849,1078,3,Delhivery,2024-12-04,2024-12-12,2024-12-09,0,5,South,Delivered,Rail,0,On Time
850,1079,7,FedEx,2022-09-07,2022-09-17,2022-09-10,0,3,North,Delivered,Air,0,On Time
851,1080,5,FedEx,2024-12-01,2024-12-07,2024-12-06,0,5,West,Delivered,Air,0,On Time
852,1082,7,DHL,2024-08-27,2024-08-31,2024-09-04,0,8,North,Delivered,Truck,4,Moderate Delay
853,1083,1,DTDC,2023-11-20,2023-11-23,2023-11-28,0,8,East,Delivered,Van,5,Moderate Delay
854,1085,4,DHL,2022-03-26,2022-03-29,2022-04-09,1,14,Central,Delivered,Rail,11,Severe Delay
855,1086,6,FedEx,2023-09-09,2023-09-16,2023-09-16,0,7,North,Delivered,Van,0,On Time
856,1087,4,FedEx,2024-08-23,2024-08-29,2024-09-05,1,13,Central,Delivered,Air,7,Moderate Delay
857,1088,6,Delhivery,2024-05-12,2024-05-21,2024-05-19,0,7,East,Delivered,Van,0,On Time
858,1089,4,Ekart,2022-01-24,2022-01-28,2022-02-10,1,17,Central,Delivered,Truck,13,Severe Delay
859,1090,9,Delhivery,2024-10-18,2024-10-28,2024-10-28,0,10,East,Delivered,Rail,0,On Time
860,1091,8,DTDC,2024-08-15,2024-08-24,2024-08-22,0,7,South,Delivered,Truck,0,On Time
861,1092,5,BlueDart,2023-12-11,2023-12-19,2023-12-23,0,12,South,Delivered,Van,4,Moderate Delay
862,1093,3,DTDC,2024-09-04,2024-09-09,2024-09-12,0,8,West,Delivered,Van,3,Minor Delay
863,1094,2,DTDC,2023-10-10,2023-10-17,2023-10-13,0,3,East,Delivered,Air,0,On Time
864,1095,3,FedEx,2023-05-12,2023-05-19,2023-05-25,1,13,East,Delivered,Rail,6,Moderate Delay
865,1096,9,DTDC,2022-07-20,2022-07-26,2022-07-23,0,3,Central,Delivered,Air,0,On Time
866,1097,1,Delhivery,2023-05-01,2023-05-05,2023-05-07,0,6,East,Delivered,Van,2,Minor Delay
867,1098,10,BlueDart,2024-09-22,2024-09-25,2024-10-04,0,12,Central,Delivered,Air,9,Severe Delay
868,1099,1,DTDC,2024-11-08,2024-11-14,2024-11-12,0,4,North,Delivered,Truck,0,On Time
869,1101,5,DTDC,2024-10-10,2024-10-18,2024-10-16,0,6,South,Delivered,Truck,0,On Time
870,1102,8,Ekart,2022-09-25,2022-10-04,2022-10-02,0,7,North,Delivered,Van,0,On Time
871,1103,9,Ekart,2022-09-17,2022-09-26,2022-09-28,0,11,North,Delivered,Rail,2,Minor Delay
872,1104,10,DTDC,2023-05-18,2023-05-24,2023-05-21,0,3,North,Delivered,Rail,0,On Time
873,1105,1,Ekart,2024-09-21,2024-09-24,2024-09-30,0,9,North,Delivered,Van,6,Moderate Delay
874,1106,5,FedEx,2023-11-06,2023-11-14,2023-11-09,0,3,Central,Delivered,Rail,0,On Time
875,1107,2,DHL,2024-04-19,2024-04-25,2024-04-27,0,8,West,Delivered,Truck,2,Minor Delay
876,1108,10,Delhivery,2022-11-30,2022-12-05,2022-12-09,1,9,North,Delivered,Air,4,Moderate Delay
877,1110,4,BlueDart,2024-01-18,2024-01-22,2024-01-23,0,5,East,Delivered,Van,1,Minor Delay
878,1111,8,Delhivery,2024-09-17,2024-09-26,2024-10-01,1,14,North,Delivered,Air,5,Moderate Delay
879,1112,3,FedEx,2024-12-13,2024-12-21,2024-12-28,1,15,South,Delivered,Truck,7,Moderate Delay
880,1113,8,BlueDart,2022-06-04,2022-06-13,2022-06-15,1,11,North,Delivered,Rail,2,Minor Delay
881,1114,8,Ekart,2023-08-19,2023-08-27,2023-08-30,0,11,West,Delivered,Air,3,Minor Delay
882,1115,7,DTDC,2023-05-18,2023-05-21,2023-05-21,0,3,West,Delivered,Air,0,On Time
883,1116,6,Delhivery,2023-04-28,2023-05-02,2023-05-08,0,10,North,Delivered,Van,6,Moderate Delay
884,1117,9,Ekart,2024-07-22,2024-07-31,2024-07-31,1,9,East,Delivered,Van,0,On Time
885,1118,10,BlueDart,2024-05-03,2024-05-10,2024-05-07,0,4,North,Delivered,Van,0,On Time
886,1119,6,DTDC,2024-10-04,2024-10-13,2024-10-08,0,4,North,Delivered,Rail,0,On Time
887,1120,5,DTDC,2024-08-01,2024-08-07,2024-08-07,0,6,East,Delivered,Van,0,On Time
888,1123,3,Ekart,2023-06-02,2023-06-12,2023-06-08,0,6,West,Delivered,Truck,0,On Time
889,1124,4,DTDC,2023-02-25,2023-03-02,2023-03-06,0,9,East,Delivered,Rail,4,Moderate Delay
890,1125,10,FedEx,2023-01-02,2023-01-06,2023-01-05,0,3,West,Delivered,Van,0,On Time
891,1126,4,Ekart,2024-10-25,2024-10-31,2024-11-03,0,9,South,Delivered,Van,3,Minor Delay
892,1127,1,FedEx,2022-06-20,2022-06-25,2022-07-02,1,12,East,Delivered,Truck,7,Moderate Delay
893,1128,4,BlueDart,2023-01-01,2023-01-10,2023-01-07,0,6,South,Delivered,Rail,0,On Time
894,1130,5,Ekart,2022-11-13,2022-11-19,2022-11-25,0,12,Central,Delivered,Van,6,Moderate Delay
895,1131,6,DTDC,2022-08-11,2022-08-14,2022-08-15,0,4,Central,Delivered,Van,1,Minor Delay
896,1132,5,Ekart,2024-12-15,2024-12-18,2024-12-25,0,10,South,Delivered,Van,7,Moderate Delay
897,1133,6,DHL,2023-01-15,2023-01-18,2023-01-29,1,14,East,Delivered,Van,11,Severe Delay
898,1134,1,DTDC,2024-05-02,2024-05-08,2024-05-06,0,4,West,Delivered,Air,0,On Time
899,1135,9,BlueDart,2023-03-30,2023-04-04,2023-04-04,0,5,South,Delivered,Rail,0,On Time
900,1137,2,DTDC,2023-05-17,2023-05-23,2023-05-29,0,12,South,Delivered,Van,6,Moderate Delay
901,1138,4,DTDC,2022-05-08,2022-05-16,2022-05-19,0,11,South,Delivered,Rail,3,Minor Delay
902,1139,3,FedEx,2022-10-07,2022-10-11,2022-10-13,0,6,South,Delivered,Air,2,Minor Delay
903,1140,2,DTDC,2024-05-02,2024-05-11,2024-05-09,0,7,East,Delivered,Air,0,On Time
904,1141,6,BlueDart,2022-06-10,2022-06-20,2022-06-13,0,3,Central,Delivered,Truck,0,On Time
905,1142,7,Ekart,2022-04-08,2022-04-14,2022-04-11,0,3,North,Delivered,Rail,0,On Time
906,1143,6,BlueDart,2022-06-15,2022-06-20,2022-06-23,1,8,West,Delivered,Truck,3,Minor Delay
907,1144,9,Delhivery,2024-11-01,2024-11-08,2024-11-08,0,7,East,Delivered,Rail,0,On Time
908,1145,8,Delhivery,2022-05-13,2022-05-20,2022-05-21,0,8,East,Delivered,Truck,1,Minor Delay
909,1146,4,BlueDart,2022-08-09,2022-08-15,2022-08-15,0,6,Central,Delivered,Van,0,On Time
910,1147,5,BlueDart,2022-06-06,2022-06-10,2022-06-14,0,8,West,Delivered,Air,4,Moderate Delay
911,1148,10,BlueDart,2023-11-12,2023-11-18,2023-11-20,0,8,East,Delivered,Van,2,Minor Delay
912,1149,1,DHL,2022-03-29,2022-04-05,2022-04-09,0,11,Central,Delivered,Air,4,Moderate Delay
913,1150,6,BlueDart,2022-01-19,2022-01-22,2022-01-26,0,7,East,Delivered,Truck,4,Moderate Delay
914,1151,4,Ekart,2023-05-09,2023-05-17,2023-05-20,0,11,West,Delivered,Rail,3,Minor Delay
915,1152,5,BlueDart,2024-01-30,2024-02-05,2024-02-06,1,7,Central,Delivered,Truck,1,Minor Delay
916,1153,10,BlueDart,2024-10-27,2024-11-01,2024-11-02,0,6,Central,Delivered,Rail,1,Minor Delay
917,1154,10,DHL,2024-04-19,2024-04-25,2024-04-24,0,5,West,Delivered,Truck,0,On Time
918,1155,7,Ekart,2023-09-01,2023-09-09,2023-09-07,0,6,West,Delivered,Rail,0,On Time
919,1156,8,DTDC,2022-11-24,2022-12-03,2022-12-01,0,7,North,Delivered,Air,0,On Time
920,1157,8,BlueDart,2023-09-12,2023-09-19,2023-09-18,0,6,North,Delivered,Truck,0,On Time
921,1159,8,BlueDart,2023-09-24,2023-10-01,2023-10-01,0,7,South,Delivered,Rail,0,On Time
922,1160,2,BlueDart,2022-05-26,2022-05-29,2022-05-29,0,3,West,Delivered,Truck,0,On Time
923,1161,9,Delhivery,2023-01-30,2023-02-05,2023-02-02,0,3,South,Delivered,Air,0,On Time
924,1162,9,Delhivery,2022-03-15,2022-03-25,2022-03-30,1,15,North,Delivered,Air,5,Moderate Delay
925,1163,7,Delhivery,2023-11-11,2023-11-15,2023-11-17,0,6,West,Delivered,Air,2,Minor Delay
926,1164,9,DTDC,2024-07-14,2024-07-24,2024-07-21,0,7,North,Delivered,Van,0,On Time
927,1165,10,BlueDart,2024-07-16,2024-07-19,2024-07-25,0,9,Central,Delivered,Van,6,Moderate Delay
928,1167,8,DHL,2024-03-12,2024-03-18,2024-03-29,1,17,North,Delivered,Rail,11,Severe Delay
929,1168,10,Ekart,2022-03-10,2022-03-19,2022-03-18,0,8,South,Delivered,Van,0,On Time
930,1170,9,Delhivery,2022-05-16,2022-05-26,2022-05-26,0,10,Central,Delivered,Air,0,On Time
931,1171,8,FedEx,2024-08-16,2024-08-25,2024-08-24,0,8,Central,Delivered,Rail,0,On Time
932,1172,8,FedEx,2022-08-30,2022-09-08,2022-09-03,0,4,East,Delivered,Truck,0,On Time
933,1173,6,Delhivery,2024-12-03,2024-12-11,2024-12-10,0,7,East,Delivered,Air,0,On Time
934,1174,8,BlueDart,2022-05-08,2022-05-16,2022-05-20,1,12,East,Delivered,Rail,4,Moderate Delay
935,1175,3,DHL,2023-09-08,2023-09-18,2023-09-17,0,9,Central,Delivered,Air,0,On Time
936,1176,10,FedEx,2024-04-24,2024-04-29,2024-04-27,0,3,East,Delivered,Air,0,On Time
937,1179,6,BlueDart,2023-01-24,2023-01-31,2023-01-29,0,5,Central,Delivered,Rail,0,On Time
938,1180,7,DTDC,2022-06-15,2022-06-21,2022-06-20,0,5,South,Delivered,Van,0,On Time
939,1181,3,Delhivery,2022-11-25,2022-12-05,2022-11-29,0,4,South,Delivered,Truck,0,On Time
940,1183,6,BlueDart,2024-04-23,2024-05-02,2024-05-08,1,15,North,Delivered,Van,6,Moderate Delay
941,1184,1,BlueDart,2022-08-03,2022-08-10,2022-08-07,0,4,Central,Delivered,Truck,0,On Time
942,1185,1,BlueDart,2022-05-21,2022-05-29,2022-05-24,0,3,East,Delivered,Air,0,On Time
943,1186,5,Delhivery,2024-08-05,2024-08-13,2024-08-15,0,10,South,Delivered,Air,2,Minor Delay
944,1187,10,Ekart,2023-05-13,2023-05-23,2023-05-16,0,3,East,Delivered,Air,0,On Time
945,1188,8,DTDC,2024-08-27,2024-09-05,2024-09-02,0,6,Central,Delivered,Van,0,On Time
946,1190,10,Ekart,2023-11-12,2023-11-22,2023-11-19,1,7,North,Delivered,Truck,0,On Time
947,1191,3,FedEx,2024-03-20,2024-03-28,2024-03-24,0,4,West,Delivered,Air,0,On Time
948,1192,5,BlueDart,2023-01-11,2023-01-15,2023-01-19,0,8,North,Delivered,Rail,4,Moderate Delay
949,1193,10,Delhivery,2024-11-03,2024-11-11,2024-11-19,1,16,North,Delivered,Rail,8,Severe Delay
950,1195,2,Ekart,2022-02-25,2022-03-07,2022-03-06,1,9,Central,Delivered,Rail,0,On Time
951,1196,8,DHL,2022-08-04,2022-08-14,2022-08-07,0,3,North,Delivered,Rail,0,On Time
952,1197,6,Ekart,2024-06-22,2024-07-02,2024-07-08,1,16,East,Delivered,Air,6,Moderate Delay
953,1198,7,DTDC,2023-04-07,2023-04-10,2023-04-19,1,12,East,Delivered,Rail,9,Severe Delay
954,1199,7,Delhivery,2022-11-27,2022-12-01,2022-12-09,0,12,East,Delivered,Truck,8,Severe Delay
955,1200,10,BlueDart,2022-02-12,2022-02-20,2022-02-20,0,8,North,Delivered,Air,0,On Time
956,1202,7,BlueDart,2023-08-28,2023-08-31,2023-09-04,0,7,Central,Delivered,Rail,4,Moderate Delay
957,1203,9,Delhivery,2024-02-17,2024-02-23,2024-02-25,0,8,West,Delivered,Air,2,Minor Delay
958,1204,6,FedEx,2022-03-08,2022-03-12,2022-03-23,1,15,Central,Delivered,Van,11,Severe Delay
959,1205,10,Delhivery,2024-11-14,2024-11-21,2024-12-03,1,19,Central,Delivered,Truck,12,Severe Delay
960,1207,3,FedEx,2023-10-18,2023-10-25,2023-10-23,0,5,West,Delivered,Truck,0,On Time
961,1208,2,Delhivery,2024-09-19,2024-09-23,2024-09-28,0,9,Central,Delivered,Truck,5,Moderate Delay
962,1209,6,Delhivery,2024-01-20,2024-01-27,2024-01-26,0,6,West,Delivered,Air,0,On Time
963,1210,4,DTDC,2024-11-04,2024-11-13,2024-11-15,0,11,North,Delivered,Van,2,Minor Delay
964,1211,5,Ekart,2024-01-24,2024-01-29,2024-02-03,0,10,Central,Delivered,Van,5,Moderate Delay
965,1212,6,DHL,2023-05-18,2023-05-23,2023-05-27,1,9,West,Delivered,Van,4,Moderate Delay
966,1213,1,BlueDart,2023-06-22,2023-06-29,2023-07-02,0,10,Central,Delivered,Van,3,Minor Delay
967,1216,5,FedEx,2023-11-09,2023-11-13,2023-11-19,0,10,South,Delivered,Rail,6,Moderate Delay
968,1217,7,DHL,2023-02-11,2023-02-21,2023-02-14,0,3,North,Delivered,Van,0,On Time
969,1218,2,Ekart,2024-04-20,2024-04-28,2024-04-28,0,8,North,Delivered,Air,0,On Time
970,1219,10,BlueDart,2023-05-08,2023-05-12,2023-05-12,0,4,North,Delivered,Rail,0,On Time
971,1220,3,Ekart,2024-07-13,2024-07-23,2024-07-24,0,11,South,Delivered,Rail,1,Minor Delay
972,1221,8,DTDC,2024-07-14,2024-07-20,2024-07-20,0,6,North,Delivered,Truck,0,On Time
973,1223,5,FedEx,2023-07-01,2023-07-09,2023-07-13,0,12,West,Delivered,Rail,4,Moderate Delay
974,1226,3,Delhivery,2022-04-29,2022-05-06,2022-05-11,0,12,South,Delivered,Rail,5,Moderate Delay
975,1227,8,FedEx,2024-06-16,2024-06-23,2024-06-28,0,12,Central,Delivered,Van,5,Moderate Delay
976,1228,8,Ekart,2022-01-04,2022-01-13,2022-01-15,0,11,East,Delivered,Truck,2,Minor Delay
977,1232,8,FedEx,2023-01-03,2023-01-11,2023-01-08,0,5,West,Delivered,Van,0,On Time
978,1233,8,FedEx,2024-07-02,2024-07-05,2024-07-13,0,11,West,Delivered,Air,8,Severe Delay
979,1234,6,Ekart,2025-01-01,2025-01-05,2025-01-09,0,8,East,Delivered,Air,4,Moderate Delay
980,1236,4,DHL,2022-09-28,2022-10-08,2022-10-08,1,10,South,Delivered,Van,0,On Time
981,1237,5,DHL,2023-10-08,2023-10-16,2023-10-12,0,4,Central,Delivered,Truck,0,On Time
982,1238,2,Ekart,2024-03-13,2024-03-19,2024-03-19,0,6,North,Delivered,Air,0,On Time
983,1240,9,FedEx,2024-06-14,2024-06-24,2024-06-19,0,5,South,Delivered,Truck,0,On Time
984,1241,6,DTDC,2023-08-07,2023-08-11,2023-08-11,0,4,West,Delivered,Rail,0,On Time
985,1244,8,BlueDart,2022-11-26,2022-12-04,2022-12-12,1,16,West,Delivered,Van,8,Severe Delay
986,1245,3,DHL,2024-07-02,2024-07-11,2024-07-19,1,17,East,Delivered,Van,8,Severe Delay
987,1247,1,Delhivery,2022-06-22,2022-06-27,2022-06-30,0,8,Central,Delivered,Van,3,Minor Delay
988,1248,7,DTDC,2022-04-09,2022-04-17,2022-04-15,0,6,East,Delivered,Truck,0,On Time
989,1249,5,FedEx,2024-09-24,2024-10-04,2024-10-01,0,7,West,Delivered,Air,0,On Time
990,1251,5,DTDC,2022-02-27,2022-03-03,2022-03-07,0,8,Central,Delivered,Truck,4,Moderate Delay
991,1252,5,DTDC,2024-12-01,2024-12-06,2024-12-13,0,12,Central,Delivered,Air,7,Moderate Delay
992,1253,4,Delhivery,2022-10-19,2022-10-26,2022-10-31,0,12,West,Delivered,Truck,5,Moderate Delay
993,1254,1,DTDC,2023-09-01,2023-09-06,2023-09-08,0,7,North,Delivered,Rail,2,Minor Delay
994,1256,9,Ekart,2024-01-22,2024-01-27,2024-01-27,0,5,North,Delivered,Truck,0,On Time
995,1258,3,Ekart,2022-12-25,2023-01-04,2023-01-02,1,8,South,Delivered,Rail,0,On Time
996,1260,3,DTDC,2023-08-14,2023-08-18,2023-08-22,0,8,East,Delivered,Truck,4,Moderate Delay
997,1261,1,DTDC,2024-02-17,2024-02-22,2024-02-25,0,8,Central,Delivered,Truck,3,Minor Delay
998,1264,9,Delhivery,2024-08-20,2024-08-30,2024-08-25,0,5,Central,Delivered,Truck,0,On Time
999,1265,9,DTDC,2022-07-01,2022-07-11,2022-07-05,0,4,West,Delivered,Truck,0,On Time
1000,1266,3,BlueDart,2023-01-10,2023-01-16,2023-01-17,0,7,South,Delivered,Air,1,Minor Delay
1001,1267,6,DTDC,2024-06-18,2024-06-28,2024-06-29,0,11,West,Delivered,Air,1,Minor Delay
1002,1269,3,BlueDart,2022-04-16,2022-04-26,2022-04-20,0,4,South,Delivered,Truck,0,On Time
1003,1270,5,DTDC,2023-09-29,2023-10-02,2023-10-03,0,4,Central,Delivered,Rail,1,Minor Delay
1004,1272,7,FedEx,2023-07-09,2023-07-19,2023-07-15,0,6,Central,Delivered,Rail,0,On Time
1005,1273,5,Ekart,2024-05-16,2024-05-24,2024-05-28,0,12,East,Delivered,Air,4,Moderate Delay
1006,1274,1,Ekart,2024-11-15,2024-11-22,2024-11-21,0,6,South,Delivered,Truck,0,On Time
1007,1275,9,Delhivery,2022-01-13,2022-01-20,2022-01-22,0,9,Central,Delivered,Van,2,Minor Delay
1008,1276,10,DTDC,2022-03-18,2022-03-23,2022-03-27,0,9,East,Delivered,Rail,4,Moderate Delay
1009,1277,6,DHL,2023-09-22,2023-10-01,2023-10-12,1,20,West,Delivered,Rail,11,Severe Delay
1010,1278,8,FedEx,2023-11-03,2023-11-09,2023-11-23,1,20,West,Delivered,Truck,14,Severe Delay
1011,1280,10,DHL,2022-05-30,2022-06-05,2022-06-11,1,12,Central,Delivered,Van,6,Moderate Delay
1012,1281,1,DHL,2023-05-05,2023-05-15,2023-05-13,0,8,West,Delivered,Rail,0,On Time
1013,1282,10,Ekart,2024-08-25,2024-08-28,2024-09-08,1,14,South,Delivered,Rail,11,Severe Delay
1014,1285,7,DHL,2023-05-10,2023-05-15,2023-05-18,0,8,North,Delivered,Truck,3,Minor Delay
1015,1286,10,Ekart,2024-10-04,2024-10-11,2024-10-16,0,12,Central,Delivered,Van,5,Moderate Delay
1016,1287,4,FedEx,2024-10-14,2024-10-23,2024-10-26,0,12,South,Delivered,Van,3,Minor Delay
1017,1288,6,DTDC,2023-06-04,2023-06-11,2023-06-13,0,9,East,Delivered,Truck,2,Minor Delay
1018,1289,4,DHL,2023-03-15,2023-03-21,2023-03-21,0,6,South,Delivered,Rail,0,On Time
